,address,eth_balance
30112,0xdcf711cb8a1e0856ff1cb1cfd52c5084f5b28030,170.141398996320951251
30186,0x82481f3d6138c2389ccee0586691a6ae01ed0361,169.997995187777777777
30203,0x7c41f0c29d8853d377d4757a1131643e66a9c36f,169.903326993187424554
30386,0x5eb8524c147db8273fd12aaa22d74c3ed807a81c,168.4311551
30390,0x44d08e7bfc70906415cb051738e76b47db37ac1e,168.37247
30422,0x2e00e46d2373e41b841159dcacdce3d87ba83985,168.080318538980054327
30533,0x1e3aa75f95fdeca02b537ea962cab246e6594f1c,167.087275335959236112
30567,0x3a834fe577fe1d40bd89cc690198ea6f6d6adb0a,166.903327989999999999
30636,0x29463dc98dc52eadc4e9992b01cc90da579fe770,166.3813145026772369
30748,0xa1aaf811d1c4659a0a94af083486335a8e713516,165.556767660336430599
30831,0xd2111e731a192547158c773de31731f3cf3060f4,165.004057058470326674
30864,0x237b7bfc88f1dcd6ddc9e6377dd0d877d37e2cbf,164.899429651745597862
30877,0x05f767b84f2a99f7e2e734ec3e7417ec4ea728a0,164.856444217340744152
30882,0xd45f0d052c3004665787bee219a4b8f540b77576,164.827
31084,0xce5a2b000b74cb08866e9bea27c1d7a4d288651f,163.281887343621669354
31207,0x1b5b8260b981c9b4173847b651c4d49a3d589109,162.30830933084598472
31243,0xffbd86dcb443df32d7335009c607ad71c020232e,162.008715237063906
31560,0xb1b106de71c8e84a748ab42d5962dd91b2cd3145,160.045
31573,0x33444fe2d8434a4c6a4edd84a7a0f4e7e1681e9d,160.01
31666,0xcde88aba9e52b4877231346ca511e711960a181e,159.8165935519125728
31715,0xd24b2d509b300bb09f708a99b577c0d3432dbf65,159.443
32212,0x2aa02b55ae3c9b371e520b5b3f42b9865a350f39,156.019578089756085974
32354,0x188c37d7cb0b747538b4c276ad50cdcf94d3d19c,154.98154898481195411
32358,0xf66b2c7122060399692cf397e7f528b96b7ace1a,154.939131210841965961
32374,0x29861eebf270b16b6f00055f8ffce6963b9c4e73,154.8364112
32488,0xbf370b6e9d97d928497c2f2d72fd74f4d9ca5825,154.008692044561936205
32538,0x403b0438a975480545547760b5eb4ae4bf251800,153.7379
32751,0xb997a4317830f706abba5e63e51acff95cb8c939,152.325516230577777777
33081,0x6c3b5fed58f7aeafa4d7424be4f21fe2be19353f,150.736005825555558626
33545,0x53db7766c057a70d3d18878833736490a630d268,150
33645,0x8cbbfd89d0542998d1b3451e73b216b655c8fd3a,149.86472056
33754,0xfe40be1cc011179f3e1282514e840f65ee19f665,149.256938320124079676
33878,0x6f1aa5cf8d32682de942a171d0a01cf88768345f,148.410422136
33954,0xeb96e6ad9b5691ddf0480e00cfff7f23629f8285,148
34106,0xeb1a7eedefe3e2df741e42c34e24b18160321776,146.963220280383388027
34423,0x8cfdf9e9f7ea8c0871025318407a6f1fbc5d5a18,145.024012218827475822
34547,0xebbdac9d1bfbfc1bc73873bcbbdf6078e3b01db0,144.41639513285078
34564,0x2b02226759414d8320db4495a6291d93992efd80,144.3347201
34686,0x9f142e243a07d87786f890c46a356925398bba72,143.66634632
34717,0xeee4e318013221e58d6f539ebd374056be1da9e6,143.500760668031625812
34740,0xb7dd25e56961111b30442aeb567912b93da28752,143.39073655497497532
35043,0x27061c6d17a7446d92bf4a6d32b42dec75270faf,141.420591531463027648
35053,0x254913fe2fc0e8ac6883e57cdc1e7a7a3b0657f1,141.3162431367
35137,0xea68212b0450a929b14726b90550933bc12ff813,140.957962953600668981
35161,0xceed474d02362da11951a17e352b15379132c077,140.789294798003465125
35347,0xa3cca6244244247aa1909323a08a1063fdab5a9d,140.017405440947678836
35665,0x72e59c4b9646e53721b9d65609e09ccbe8511979,138.6298651
35668,0x6d38fd17fbe9bab465532cd7e19d7662f5088911,138.61695335
35672,0xfbced016b3bcfc038d045e9e859aa140111c7573,138.576927430538966869
35842,0xd416553f6213256a749dfb2da84b5c79b730a7f3,137.54
35862,0xcd7b7722742bfa3b87bba72042f5bac860ed560a,137.438149592790402126
35864,0xdb15b5e40db5b7c32f9a55368500635e5d654bda,137.424125472
35924,0x349d4936a747f3361aa0d9640870fce451eee1f1,137.058727817882873589
36028,0x2c924739c7cced553eb64b1855e12ca4bd4fc895,136.562765372308000142
36034,0x1f32c558c343e9f3e21a2e95935f2cb6a1fa3cdd,136.51330557
36126,0x1f723a433984cd443e2d07dd2da157e24065bfc4,136.01715775924005104
36341,0x638cb00568dcb248c99ea31ee27dcb7a19e74f3e,135.01813254898362
36567,0x4f44d770e743af923e2c7cc144312cd9120d885c,133.90009453
36583,0x26e69c2d8d556269a81e0470f438e7f9ed5c6419,133.752994602700474965
36610,0xf9a0e782bdb8d98385e5a111cfd34b0d8014a977,133.602259805
36755,0x02ce4a8e4606071b8904b16223c646ab69bcff61,132.888778848101517086
36789,0xe5da7a27d56e2096b011f0ee921a183e3432659c,132.7292
36864,0x26e5226ffbc298f1c2e390671bfe5fa9c5781bd7,132.278180787938907519
37057,0x72aff8e3adf14cdd1e8b4d3bdeefcf14de061cba,131.208692904281724867
37064,0xe030eabcbb798b1263e4e5a7cf8ec614ca0ff2ce,131.173
37105,0xa641bf524d32bf6650e67d103686bb09c6a6d719,131
37234,0xc83f1d8cb3764711524eaef009c66962ecf3d9fa,130.480846668
37257,0x6fda78097d2fd7a2020cc3b32d9f5b040fa56dcd,130.40429415
37366,0x17824452751101a0dab41a322004cc37b22d3c58,130.000232
37415,0x5f5916e4c561739bc26b54993fa84b2ce2dc37ee,129.992480012737787698
37457,0xf602a5903872c13428e691060572b8311db0c096,129.83407313
