,address,eth_balance
1022206,0xb9b4b94a2734738ec767343879e39565b0505d56,2.24616717
1022269,0x84a743697b138ef04a22ab196510799c03720a75,2.245953948
1022302,0x19c49117a8167296caf5d23ab48e355ec1c8be8b,2.245837979576722937
1022309,0x3879d8cd74fd0183e3fb0c7c2c55c08a98ad180d,2.245804284269708496
1022697,0xb25ec1d00d12e218f7deed08536c6d488e593023,2.244339559627288295
1022780,0x7d3bc0015f06cdae236213a05bdfd786bd58ff9f,2.24399904
1022812,0x961591d6cf80178d61f64c51fa1db0ad63e0c24f,2.243897428472835382
1022883,0x29287e1e17436357f3d2866caf600d02814e8e2a,2.24358918273
1022967,0xcb6725e29947acc2edc2c70d87b5dadfef4c7b6e,2.243310730026852599
1023025,0x887ddf0c0e2c6e1f564ea27ec8d0bfc36877f313,2.243087176470375325
1023048,0x38c792ab9dbd2311e8498a3ec1ea64392ec5b515,2.243
1023113,0x13d2072ae3efae328564be39d66ae6c77acf0e24,2.242741
1023212,0x0b23597d21a595906f7667cec257e799b9f25d9a,2.242324197777777777
1023241,0xf86f0f0b7061956c42777e17f007320e655069ae,2.2422052
1023436,0x9ad5acb82c49cfb318e8892774a987ea572436a4,2.241488853049378443
1023449,0xce1eeb4f156bc096b255eea4ab3b95308bed763f,2.24145
1023582,0x833f407fcc9392460daa82939f7de3d5feab87eb,2.240962965438543
1023643,0x31fc390c90a07bb1fa09ee2cbebc7147327c4410,2.240729483
1023686,0x12c8051c0a3a7697daf207e1cf85910b0ffa9f36,2.24056529
1023700,0xa807bd2892bdb5c9152b76173684486cd060c3b1,2.24049
1023766,0x26f97a8c34742120784d350052f7da2b4df3ddc3,2.24024645
1023778,0xf0e8f683c5338cf692b85ae4659d1cf787596791,2.24019759
1023834,0x28015a3499cd7adbb23bcc24d44d731438ac30d6,2.24
1024085,0xd180ef3ca502c8bd0e4c1ba6f0f83175c0e886df,2.2390359
1024463,0x37edaf1a3e54a60185852ba40bbde17ad8da795a,2.237508544768378453
1024520,0xf216d7bd855602a7bbe242c34cd968e23a35bea8,2.237226598308813092
1024769,0x334f901da3ec7e235af97d78c5a8613986f48362,2.236311163822428032
1024896,0xb3aaba1ccccfdc2dfbd13abf03b57ee5d4ee61f3,2.235780007777777777
1024930,0x8ba4db7333eb33f089c2c6ca8e2dcf6db0df4cba,2.235674905054126552
1024953,0x136cefc4442e09f6f0e95cf0ab5dcde4eb335fc3,2.23560651
1024961,0x02b17a78ad70e520058f2ed5044752f97e3f9f5c,2.23558404
1025129,0xcdb29c2025f333d94c815d72a82bb340dc18970b,2.235052373857072543
1025170,0xe9dec4400d0b5b9525789c9f27790fa0563c5bd8,2.234915409482533295
1025277,0xe6e571dd27b9762bd28fd50c09ebd61e701f886e,2.23444196
1025366,0x427495ec985148f33f73ed62b600405b6bc7f6d9,2.234114637178748362
1025437,0x507aa7738fbb9241c729a4f2fbb820bdf9ff22c1,2.2338
1025488,0x070adb560e0a4d45f5894c82343cacfb0486c381,2.233596019584454197
1025569,0x5b8235604885b9fb34e6dde5d8b47fb92c0371a9,2.23334647921976639
1025579,0x2f59408c1ffe857558adad59a9d33f2355ec910b,2.233300205547052382
1025911,0xe3cfedd1054e97d2e138e2bd9c6c0e51e4985f71,2.23212865
1026084,0x4c59d5c152e71f64a067d70d1bd66f9f6ccc0e6b,2.231363908329880519
1026172,0xa1807ad5da9342ba02120758ee4b35b04835cc34,2.23104941
1026522,0xb60c475cfc211068c2a9e8adbe98c1ea89b8fcb2,2.229818033945557284
1026739,0x2dd985976620bd47e56ec6140816f6808a49d3cd,2.22894854
1026832,0x79e270b9a14bba3d66acaed1533c832b13d1f4a3,2.22860721
1026920,0x23400bf3e292b22d0b5c164f1df360f13e610444,2.228243622161231799
1027012,0x47b50de048ff8349ad13afaf2f53d80b492080c3,2.227856601882993
1027074,0xc1b84c838857a8badfea601bf4be629cf12efa6c,2.227623184415376802
1027106,0xab3b623dcbdd7f9fcc6a2d70d7f91c28418b28b0,2.2275
1027118,0xe398b176883b086fcffbe326605d00284a78831a,2.22747456
1027239,0x293da555a0f8008c8f3dcfe95ddf6034a76c5670,2.227
1027292,0x50288c258d1ada17b221a300cd8cc24c6816cb6a,2.226839203
1027315,0xbdcc1bb1a0ded437384401f6126c788b0cec1d78,2.226731
1027409,0x240362b596776a75877705488b4df9101b18ffea,2.22630132
1027447,0xe2dc77cfb11eebb5a103b4516db933f4201e0b67,2.22613373
1027499,0x8325c6ae52e4a1f44ebb85d157906403646c2a93,2.22597
1027748,0x4a10dc5cb15f4cacd0f57346a016a1b2398d5e36,2.225
1027753,0x57ce1f9db1660ba59d023bc9dddb9f3e2383a02d,2.225
1027761,0xab9e35f5621b28dcb6baf4ea5b52f4bde832a33b,2.22497685
1028015,0x04115893aa336d618c6349c828a8bf72efa14c27,2.22398165
1028062,0x5906776a663f9f62876aa7a0ca183831b5125274,2.2237529332818718
1028091,0x2382ab6c2099474cf424560a370ed1b1fdb65253,2.223634975193505577
1028107,0xc334adb832032f489c49491676c1260b165223d9,2.2235668529462535
1028166,0xa33c957a890ee499689bc79074ca1ffbd6a78533,2.22331175
1028296,0x9e066aeb3f071b840798866849bbf4dec11e2899,2.222836578029834158
1028430,0xbe9064c409224d858f5fb12a5d3e8e417d9e28b7,2.222257164811615486
1028511,0x6f6b6e33f9e4557660cd1da42370633a4d378464,2.221982337480245809
1028610,0x83b24a64c2f1a4433f81a3c302b4550e49c74397,2.22161825
1028619,0xf2f46707ee4303c1878d64c7d15a4a1711fd0f42,2.22159
1028680,0xaf39dec6ad3e53c59d792444fe777450e1ac8f96,2.22137173
1028697,0x3d8e557753806433bf564f6414a44325ef66b884,2.221321778688539181
1028947,0xa693c8114ea7ca44265718acd50a20bc90766366,2.220300463363094667
1029477,0x4b5fbc26e7f487b223eb84d5eae569753e7b8e5c,2.218523838524784313
1029508,0xe637d3f6f199bcd63d322ece2a581856e7cb2fd6,2.218422420204247895
1029830,0xc15c45b8ddf8d34fd33f8405de3ff8aaed04b0d9,2.217164769549999936
1030006,0x559a49a3df89e0abeab948828730b3098273cd7d,2.216448284375512255
1030026,0x8acca7b23c4d6d0bf0b0b4d3ea4c99bb28ba18a2,2.216375509937940389
1030063,0x383c6f9fc887f8f0d5140d7f12506c2ca9df8613,2.216192854386216131
1030157,0x11768b65eab3198c149cccbee1a2b200edbad10c,2.21582555
1030463,0x06b214f439613940afa97f7fcd1849d3517a6e87,2.214570782470945125
1030722,0x45c2dc8ccdf8c1d71a5364d0fd15dcb22b4dfef9,2.21358
1030863,0xb55919bcef7bf4b4c827d8c4b419ed97cb0a0037,2.213107053619996
1030981,0xcea113bf7da266ecf3898dfc018c272cb63d2cf9,2.212682160892844705
1030999,0xfb10804325a284198591bdf22f7490ee9b0c0ec2,2.21263
1031017,0x39ce608c3f641a785c5d80ac3db7a17645ec9104,2.21257258
1031110,0x0c7042c89910612b6c70168fa2b4b804e913d831,2.21211444
1031171,0x946835d66645660e7f0a53a5e0535664280fc13f,2.211850167911654411
1031441,0x7aaeac0176c56cea64833401f61d83c5121fd8d1,2.210906450086825
1031495,0x341fff8b4790ac8eeceb5bdd9f46a2d66a2283c9,2.21072789
1031548,0x9b23552a8a829479ab9c4f9550fdee54dbade6c6,2.2105461385
1031579,0xcfdf3719a7f2e6b25d4cc25ebabe5a94160d2bc4,2.21044651
1031673,0x1e9b851b1516ff13a249985a9540f992fd26fbb8,2.210073046649711658
1031742,0x81c669284b547732a08b4433075a7984dd8adb4a,2.20994269
1031750,0x33d2059ca904015145ddb66b70c846bcb355aadf,2.209905727365329137
1031793,0xb6bf41ffa7cde7d04a204a505d6fe27f50dcbfc6,2.2097397297264305
1031858,0xc0f82720afdac242b3b9a871f4871df1f54968d6,2.209493470021462724
1031999,0x089e715a85ee12679cbb39b9f42c54a628d047a1,2.209
1032080,0x1780e88a0c8444dc8968c74969713dd657b62be3,2.20870419
1032086,0x154d54424ae94d03cd403430dc05787d4392cb26,2.208688264
1032375,0x7af3a834831f5e8bf5bdbd292050e4d56c921665,2.20779736
1032385,0xde942c6f0e5b522ce9696b97e6309412852ee304,2.207737150584108672
1032569,0x5be71b54cf94d36c89359a5db7a5b8a994287820,2.20707461
1032989,0x1fc6b2633743fe1b599ddfba466dd5d9f1a31ca5,2.205432932196764254
1033060,0xf95c3b2d4b302806e6ad14328522fb39c30cd1ad,2.20521853343003786
1033210,0xe5c9dbbfbeb979a74f291e071f11bcd96bd059cb,2.204691598051647341
1033212,0xeac704fa2c0dfb422473f80f05749d15b6a954e5,2.20468258
1033300,0xa3179fa8961132d1b741c8d697df998c764cecd3,2.20436
1033308,0x08bf8ea16683feac1afca49fb1bfc9c5b07df5d1,2.20434734
1033328,0x932d5a263f9cfaaf2002dab1912b8685f810b176,2.20426475
1033421,0xc6dbe20498e19b0e12d73b29741fe2f78a37fb44,2.203969508653602082
1033466,0x921625b9d4eb9e863664f6624c47186bf795ee07,2.203796716945984074
1033640,0x6a72bef994a01875696c577c0cd3239289770afe,2.2032266
1033671,0x8217e7be30db5c9370a79d5753de9a19ce93cf6a,2.203147421777777777
1033699,0x9c5bfb6cad5b0b98ad6ae5fb754495d6037addbc,2.20302767843736245
1033788,0x77d1962151223aa3b8c4fa42853711053cb1f48f,2.20269664
1033874,0x384207ad0bb974c563127c18d815d0a462b08b3d,2.20244840531314548
1034225,0x00303a3fa8fb926db5e3c72d2a91a6c2d09a197f,2.201315639515410564
1034283,0x2b671fbbe4945d122c3991bed2ce4167b7454c87,2.201112657235742033
1034321,0xe8516e23df82c3200ad4976f307ab24dd1172a11,2.201
1034366,0x5c14d61dfe27e31626d84b8b52eaf39d91b2dd24,2.200880249251952566
1034394,0xea97155553b7876a89fb61d4a3e7bd37469acf34,2.200787022
1034458,0xcc54100a462b1779900d3304dced1468c7a41c5d,2.200614907513385811
1034479,0x9cc91312e37970706bca3097e5dde8dbc9fb33f3,2.200508276051437531
1034499,0xec2cda92e84731e49368a35ef9a6d4bc9421f5af,2.20047663
1034660,0x7c7ef26d3ee1c19f91ed6c1437825146ceb17c09,2.200033408129806519
1034690,0xc258d34a661a800611cc20562b29114bde733e4b,2.200000000000000256
1034704,0x36fbc0bdbb8299b89d10c2bc8852c48645a1a7a4,2.2
1034779,0x55b83e13a5f425a60c3cda5cd3a29764ee936b5b,2.2
1034793,0xdd15507108d41ee186545689cffd06ed96c2106c,2.2
1034851,0xcb871ec97194c2795d4f875b72427ca256a32168,2.2
1035076,0x7678b84f231fd99e5142508f3fd36c48b9821c37,2.2
1035339,0x1c441e62e5507a3d0919eb99a01aad7b7793c186,2.1995079670816618
1035368,0x8b304237a04783186d730548f97bc1ae304cf4e6,2.199452736590094124
1035394,0x62e6a3fd4eb5747186b504d405f8b23c7d1faab8,2.199380455097391708
1035608,0xded55c4abeeae83dedb0dee1291e824e5cf71405,2.19865354
1035744,0x3700fa3a16dce6c9fd4ec989dfff3c01cb6b952a,2.198254
1036315,0x61c6626e661e1ac47988fc31389679fbc1fb68d3,2.1963443
1036353,0x4492a673e185a1b10d850d7667a18cfa63a0c23c,2.196197159328071623
1036408,0x4fed4db52e31551be58def744036c389940f3cfe,2.19600624
1036622,0xcfededb1a9aa6ba103ac40fe6f7d1a5628e9c3b4,2.195319957238000012
1036705,0xd1e0ca2e82b27af6dcd3354b544fc032a079931d,2.195030676696825
1036733,0x376937f96fe33959cd07cc753b61bb898664014a,2.195
1036736,0x6b94361ae2cb00a499a33a40f3e34e647559f565,2.195
1036950,0xeb419e68c06f3f34935b33af6c6d831ad88df57d,2.19440749
1036985,0x4eb029f8e91a635c1df2c5ea8a72e3b05345d2d2,2.194289489983849984
1037132,0xf3666de95aef53f18feaa2d26c16c97602dc06f2,2.1938015817
1037160,0x26d9103bd6b82eb25bbceab983adf61cf948f582,2.193712308650147726
1037210,0x92e616f9aa7c90ba50557a1f3e98c14278b7f01c,2.19351584000000003
1037257,0x2f94a503629dbcf3022b8e1b9662787d6a9092ba,2.19329291
1037379,0xeda3fa3848ee2e0888d4da013179a7aa1b95ec92,2.192910181889529223
1037590,0xfa84c8c9e462b74fab6d4594c006d22d8c7024b4,2.1922
1037635,0x792baea6d4ee233c9ab90f2cb7a3609056de0e10,2.192
1037729,0xed6879aa0c178c2413404c5917407d366f8ca223,2.191684122300351721
1037732,0xd31258d5157287042755e7c3c8932d70e2d9c311,2.191673132840109432
1037751,0x50de48df66c7c4f173e4ac20d186ee3f0d0456d0,2.19162283
1037883,0x120be754a8de93ecbac053ac31d742f2d3b68019,2.191124456771125092
1038057,0x64c1a8641aefc61f1637478b45ff814b9c760a03,2.19056592
1038103,0xbb586457ac3775e28b44b341cc68520b29b7b418,2.19040382
1038144,0x54daaf9a4b143d0d6fd170d39801ba720179563a,2.19022681
1038230,0xbb4bab0899f2f2a98b908c4553f8797b1bc7fc44,2.19
1038386,0xa7746029f0b0fe69add924daebff8d47c47b4df5,2.189530872633543858
1038407,0xc0b8c06af8ad7277ab47d951e0c1f066727cd5f4,2.18945
1038499,0x218816fa6fab13d9d82228ac374219821e43652e,2.189066670681379176
1038677,0x12c004148514162e476a148c152df95e3d93522c,2.188501
1038787,0xaa448732130b94b4a49866b3657ebf26edc3a7d3,2.188077176623934441
1039049,0x7d499f8be4b12fc01d78ee38bedbccc427be9d49,2.187136321100955
1039058,0x79ca82c27ed1149133e56ea630346bf5770d6f05,2.1870856
1039241,0x4314540379ddd53cba7f99437eb42fca3e66cca3,2.186473151
1039313,0x4c876bcbb2fc0a3b3a74c3b0390fcee8c8c80c52,2.18620558
1039361,0x2c13ba5ab24feb9c44fc9b0724c75726c1d1aa24,2.18602707
1039404,0xc5706448a5dbcef1b0fdf78bf562327a531681fb,2.185879085626741601
1039480,0xf186606eca5af0ce53cf80cd0f2a7ab9bb152d9c,2.185540131008496787
1039659,0x984f3c2a86e3823e4690d183c19ec59e543f040f,2.184955882
1039724,0xa0fbfedbfbe78e5dd487f5e1a5b9e5b6373a8204,2.184737182438103032
1039806,0x69573e227bef5822cf9b47e48f32893c1daa22dc,2.18443346
1039837,0xb37ec39ecdffe982a4d954414a80a07df343acc3,2.1843056
1039933,0x08013d29d4417bb100fbb29031989794f7e1000f,2.18391549
1040031,0x626c7f0312aca17566ddfc73628aa68b7e9088c0,2.1835344
1040110,0x2b84d85f02bc0c1a0ef2200891a63d5b41211b50,2.183232223454375
1040160,0x1a7792c9ba3db99aeb3cff29de509bbd9497846f,2.183046799943426
1040256,0xdf18d92f06916c21ec167ad13b775235aec40972,2.18266850202410404
1040305,0xa5b4bf05d1f8782bf966ebc8cf7aaa8a2c30c2cd,2.18249381
1040339,0xfd2bb40e29d5a947a18b9d2678453738822a1e45,2.18237536001
1040395,0x6d7c6b30e2f468e225ba79de36db895a04249a2d,2.18216828
1040420,0x227e1bbf4f5f58c90d07d9605d41a7e4e63adfb6,2.182075968796500757
1040484,0x97b76a72dab1697bffe71894a7b9f60d65c3e5ba,2.181883848815593912
1040664,0x1ef27ef6618615bcd94356eeb8161ed8bc44639a,2.181169847668619793
1040668,0xcb9f08b12adcf1526aed4c35408cbb199d6d6a6c,2.181151585822930606
1040739,0xe9e60d8b7a2d156a8cd60ad418a9b470ade76a31,2.18083159
1040899,0xb74c7486d9b5c0294f6f265e2ac181a96d3fe2d3,2.180186
1040934,0x98c87fc7860e3a8184e9c5e0d03c94234ae90a9c,2.180079836010175801
1041069,0x9e9f31266ce88a2e25315b72d05bc4e67b1034e6,2.179819555
1041119,0x73f2c45faeeb18efb24b90affcccf0c4f84e0965,2.179656471
1041219,0xeef59cde7a8b0aea9b12d071e15eb2e7d154a26b,2.179294559
1041275,0xa454f42bb38a42a647d5bc0c477b2ca1a41d0520,2.179097768008919227
1041380,0xbafdc9fd0c1c9bb303dd855b128a9b51c79dcf92,2.17870783
1041469,0x8ac794937899956d0402841e620e5c866e9e1097,2.17840838300311055
1041636,0xf9fe4baa3c7a92e87d6bdf887d69b6751aeccb0b,2.177951050934550894
1041706,0x9d621b4439a404f8d584e4d8e636c7947e30a5c6,2.17767929
1041842,0x520df53362121f8a3f7a5d15abb23df86e019ac8,2.177149967496441532
1041914,0x8ce3a0268fe06f6a24f70f3c69671c30788c4033,2.17688554
1041916,0x357a9f5156b7d8b2dbdc4be0e52cb4eb679af719,2.176882094220525001
1042096,0xf29735826061f85a9a58202a829efb2e503f5e49,2.176216982995594884
1042160,0x97ca169e23b842e82553d8d40fd3874e325218f7,2.175977
1042164,0xf4faea9ced8760b338b63b02724c9d81b0f3a250,2.175965464831160139
1042290,0x38e588cc3f416f71b262c713ca192df64daf76d6,2.175455342494624
1042399,0x890e53347ae9441daf25ccd95ed29f5686d54ef4,2.17512569
1042438,0x8d1815eecd6356c4c9223c63f816ac0c981056cf,2.175043255995877326
1042695,0xb623a2f365a170a8680526f9d49ba8fa6bd5ddc5,2.174035017618757927
1042767,0x075519647ab457c51d35e3d59635c59efadf571d,2.17380199
1042809,0xb5ca7d6c5d459c59db38afb691c758579bc72f39,2.17365106
1042832,0x98009b9b0c55936bc04ebad5a6c6e0b4435c60d6,2.17357337
1042854,0xf860b3f4485f37a9cbb7f4602483229bd3fb1ff6,2.17349399
1042859,0x2575eaf4ebb4d90495f3318098b469c55da6f07f,2.17348731469290951
1042918,0x16fc7a8105b8988d73245ca75034b932aef827da,2.173235416853349853
1042946,0xddd4a4a22675709b5daac41c266fa8331ffbee61,2.17311425760413204
1042988,0x6a85de1cc93ddccee5493ee5bb5e070255b3088d,2.172956249905706088
1043058,0xb3ec33dabbe76da255f62a38ee293e7d669b538c,2.172720427563547577
1043385,0x0a7f57a301c1b6ded2387039c6ce2ac97a41afc3,2.171565059236387195
1043437,0x13688f14c966d63940d7a47a7a95227d8e3f5ce6,2.17140382
1043459,0x89b0171d4e7be19fa7080551faeb66af0b5e52b4,2.171321572006980964
1043640,0x991dd0921c5e8d8a29444c95aaf5061335111b69,2.1706732
1043699,0xde409fc3c1111f64f242224500d4df309b005b09,2.170465355784623
1043803,0xd0977a29de658ca0a6a1ab8b852f75ceb55be94e,2.17006986982159014
1043828,0xa43423719af06244575d1c0417387bf4b2af8702,2.17
1043875,0xbcd8c75ea90be190f444b976a477688c480e2864,2.16985459918226817
1043924,0x61d12171e5b603c8b36fc75a9a400e8a4d4acea0,2.169657109397733
1043993,0x98c9e159e3b2a93ccdd75606a037708690f7f403,2.16933931
1044039,0xb512896d0112a26e5b994f4004550b55301efed9,2.16915965931354633
1044050,0x695865396f884875cd1ead1a698a07b2b7eec475,2.16911541
1044066,0x7158c7165bfed862b9d1fb804658acb585a2f74c,2.1690358499999997
1044164,0x4a9cd03350b2401a59abc4698eb6473ca4f4c13a,2.16869755
1044248,0xf823a63eaeb593c7d7bb43b66389894ff0c9c82d,2.1683675
1044308,0x32d85588245cf69d6bd5e626f12204f64ba25597,2.16813609
1044359,0x047b82391b770eb7d8ca454b0477df492780b3d6,2.167955484140575662
1044418,0x246a7b0aaf5e1e9632fc4ece8d5644bdc892fcde,2.167753303123802705
1044618,0xd65e80d7c0f8e2850d2f8269157fc2470b0be878,2.166982942603116204
1044676,0x1840a3d719a8a523b93acca4de665ffa3e6970e4,2.16675
1045016,0xc3ba87689de92e729d5fc2c275f54d29dd349d22,2.165512086470637046
1045020,0xd24e4ae91521b992d05d5183fd8239491b3400ce,2.165495187611710943
1045027,0x8a9894763c6b9a41b7b5b555b623ba40897de011,2.165473162007689
1045262,0x4ae8bf7627165972d2d1275ca2d291089e6890fa,2.16472868
1045327,0xb0a618fcde72fa5d8976b15a61471bf7360334f0,2.16448365
1045381,0x74d48a5593662849b01fab0dae527c46752352bd,2.164276317077762085
1045431,0xdf3d15a90e16d7b8f4b3f781c4839c457a9fd38f,2.16412936
1045589,0xb3634f5b1bf74ce23fe0001b7617ed7393db7923,2.163679231749546684
1045636,0x6260340fb98ac87097f8ab680cf9db360a7e1fcd,2.16352265
1045707,0xbc4a85f8f8c4286285cfb0668a5aec9a53be5365,2.163249914901673286
1045711,0x7cf9717f42e096088657048dd6f6684dd1326461,2.163242223620385004
1045865,0x9f00e3ebc9e8e440719a47d061cd323584bdcc25,2.162635445
1046103,0x9c1ba22949019ffba7edfc66cd048e69630e1840,2.16172444
1046264,0x69c968061aeb5fd185c1793d1d6264da1035506c,2.161101344905946542
1046426,0xf7ec5011595194a3f67158797e05bdd0c4289d2a,2.16056418
1046850,0xe8b5b72daa27d1da58e633fa59881e1c71042f9f,2.15923377
1046917,0x44d920c5393b9b31aef564c2294f33beed90e927,2.159
1046929,0xf6b9d022ad1ba60f22c8e4e0557ddf8e5305147f,2.1589829
1046986,0xeae3434583135a14268f6a770697199bf77ecb73,2.158782046
1047003,0x20e2fc942dd1e236077c79127db8bd5fa49ea050,2.158728038401115599
1047065,0x869b51091feaf9fd156241c68f7e03dd32890fbb,2.15853797
1047073,0x39ba0e02a3d923717a5f5a24a38d5fbd3dfb40dd,2.158508264670138
1047409,0x84e4afac6fa01718b9fc50d1daa073755aafa5a8,2.157243762530863
1047483,0x055dd3f3381b0b987e96d076b0a4149d58718e12,2.156946417867879208
1047658,0x2204ee3aafb1cd02f2b6e4c10d7011f1fd0508cc,2.156360513360782628
1047681,0x9f22bf157808e3690e1636641a9d636c6b0871d1,2.156271
1047759,0xc61f34c98889f58dac79e8942e1d8c241c285223,2.1559963
1047824,0x668726b7f92bbbb8be9ea800ea51ae72cd8e383d,2.15578633
1047879,0xd5363c38afd8e739a88633a025e4a12bd7555880,2.155561552781320498
1047905,0xc9f52d7f8806a5301cbb4eafac75a106c80c0545,2.155462583382604064
1048014,0x205c6b3abedae00ba91e3a1e25fa003ec62f56cf,2.155027361729033161
1048168,0x9d69a3228d510ebd7860b431576c47751431e459,2.154548909404209656
1048175,0x015b10ef967718333d1e88eed03a9d6ce4222d2e,2.1545412385
1048228,0x53811bb562602e5245d2dd99c37043f8b80458fe,2.154369938
1048273,0x31d906cae0c3a8ecb24358dd0ff7424b70bd35b1,2.15422
1048321,0x363dbbc70ddac57c3e807f65d23ff16f661a3756,2.1540452
1048420,0x815be18b6eb0e73e3fa515fdbff04cddee640fe8,2.153732159167916056
1048428,0x52924042e0fbf01b7e1679e294d2c8323d52c0d4,2.1536927073668584
1048454,0xdcf02d75dbfbdb07d2c2ce30653fde2b5942c941,2.15362124944
1048483,0x485c48bdc784ee4d45f9363de976c05768e26d30,2.1535
1048492,0x5a20da8da15e16621ba25b6debeba7c64b318848,2.153465884412111824
1048514,0x1076241daa565d2620bf5245f0af1381a9eb9a80,2.15337602
1048737,0x344bbd8293a5ada0afbb3aadec6782511263b857,2.152531748636877284
1048931,0x309da7af81ec11641aa819d2d8549e5fe4bc2e4f,2.151881653229518322
1048988,0x6f3f0bc38c5848c409ad7ef45a12704ae8c5d806,2.15169448
1049046,0xa11ad51ed873f9ca2fa7acc21b174aeea2797e6c,2.151451228146887515
1049185,0x8e352d72e2d8567eaf5f4338ce4d0b3faac91457,2.150954598124494324
1049197,0x563bf9f30bc23b09c137c1371b4b10c5add155c1,2.150906767
1049274,0xb14119ba991c5e1f58ebcc9295bf9d9c6694645f,2.15068
1049334,0xa8a29882a497cb602ac3a18b27b3e39aa6c26e6a,2.150498671017339957
1049464,0x265229cd366fc27551576cc35d50ca51a1aab056,2.150056513390332821
1049540,0x4f60c1e5f2af104b6aca8b5c479d41c779083c97,2.15
1049588,0xb7da78409e65889e301ce501515cf337961391ea,2.149971494889108914
1049678,0x9fa0eb31f206200a70f40495a25e6fa9c1636091,2.14966049
1049940,0x30097906dcc477278a629ddffa4a22e478fe91c4,2.148740000000000003
1049984,0x3efc500f5301de2c94e6705aad9ebca0ec595091,2.148584249758815803
1050088,0x1499803b91edd5df734ff1f04deec1c122d88574,2.14818918
1050246,0xee9d88ce2cf8d14d5084ec601873a31a7c372872,2.147665567331609859
1050362,0xcc831c0660d81f8f5b7ea42985533c86ea02c572,2.147286848399582454
1050365,0x2c72a942804cc8ca5ee0bdc05153a9695f105068,2.14726475
1050472,0xdf24eda506cba70dc392cc2cf72662b3d6a74111,2.146905913685810973
1050505,0x4685c0fda5f1faae637cdb99395b2a71b40cbe9d,2.14680171
1050668,0x41e2d752e0ba5cda17535d1b5072f083a3717f7e,2.14627964
1050746,0x6b0006afd2e3b0a5e48f671818d786aa6bfa1035,2.146011846738982327
1050804,0xfffb19792146431e98af788b17ddcb25194880c8,2.145828272966668
1050965,0x3beaa843abbd1e5f48a990d48628ff8da95f660d,2.145253982598224593
1050969,0x76d6dfa0003a7db0190986e21427c379d2bb8aba,2.145243979112508125
1051293,0xd4f715369f2b8e07821ce43c07ff8009e0fe29bc,2.14414
1051402,0x29af5f0905f87a976619c0e7659cd0185e6f63e5,2.143765045762568883
1051420,0xfcb6b8f24157fcf9e3639fdfaa04fdad56f50ccb,2.143705960554202237
1051635,0xfd7857792e999d5ecb90587566d064fd71192483,2.142893733738000128
1051680,0x0d3b863d160418c24392a03ea61de1eb33cc2c23,2.14278233
1051724,0x83590849852c928789f6b92370149a7c732d0e16,2.14261214
1051792,0x3db9ca32ede9aaa4e88bac4ec312373690dc0ce2,2.142429746854209952
1051847,0xdfb831e1f5fb98a31757a04f4e85cd82a7b39fed,2.142218623660094215
1052132,0x007a87f4cc981fcca803959f7fc3c05420b726fe,2.141327478
1052161,0x9e7bf404d2aef11f69bcb8b32778cd8d107c6983,2.141212838537801
1052201,0x7026ea8ce57653d7b1cd9dcb255473536d71ad13,2.141094936565340367
1052356,0x1d301d2d2f3ea5cb11b2a9b60db403cf37da4747,2.14060308
1052385,0xc22bc5f7e5517d7a5df9273d66e254d4b549523c,2.14053865181352802
1052400,0xfc5dec71d37c07a1567fcf2f966bca67f16e9924,2.14048081912649894
1052439,0x41d4881b41dd7b5d72811de93dc11ed1a4db471c,2.140368201268530863
1052472,0x0d7e5da62671160029c7a68d697f642d11af68a0,2.14028681
1052492,0xbe48de68db04899de1ac1e52dabbabf42f769dc9,2.140202453338153872
1052524,0x1662722199c4793f0c43ae24c8728ed005bfa0af,2.140107210161038282
1052669,0x3429efabbb03303efbb32439c94c46d377db6647,2.139776614661602611
1052744,0x4708823bfb33abf30476929bd3aed977da99d1cc,2.139494
1052784,0xb6a4bf1c99314c54c62ce2f7643e6b7ebe0fe179,2.139341580461708623
1052880,0x163434c4cff0681385f615cdf921990d640335fa,2.13900737
1052895,0x6c6eba03c49efcef4806db0310dcf3ddd77fad2d,2.138971383022739
1053126,0x8852918453670de8068edd40ffaf9d70b04015df,2.138192595384019189
1053139,0x987da198724970dd6c88de5a342e4558adb8c64b,2.13815499775253876
1053253,0x4dda1696ecb604d515dad46a9133fdf185f5d609,2.137810082842875556
1053316,0xeb0b55764027fe20674dd188fafaed5fc2451e6a,2.137588008141728867
1053320,0x109b832528aa1faf06ceea361cbc852759a42529,2.137579477550147426
1053363,0x27736e2deaa4b93993ff76d149feef293b6eb324,2.13742622
1053882,0xf548c213725b2d84dec2d4df94bd1c8ce19d15aa,2.135649686452764106
1053916,0xf8060394a20ad1ccdc5bb79e90b4379119c6bac8,2.13549091
1053967,0x4812b0d6b7040305a84934687349df58b8f6a0e2,2.13531850160198
1054050,0xa1dc6684c157475f15b81aa66e51d6032f6601d2,2.1350267
1054057,0xb49cedf04ff62b23283e111ce743e71de90fca73,2.135000007777777777
1054067,0x8ac359e48926dda7010b757059902f337b311cfe,2.134982871656509083
1054069,0xab5dc36acf60b629b44422cf4de213cde931d230,2.13496907
1054192,0x4812d5ac9f57b9ef162df88512ea5059c1edf36e,2.13456471
1054315,0x51ee9cb56fe9c5dcc923c4f888aa8bab051d0c9f,2.13411177
1054388,0xd23729e2a45fb7fa45ff596d7188858ed9a48d74,2.1338980666
