,Name,Initial Distribution,Unpaid Bonus Factor,praisemaggedon,Final Distribution
310,zeroknowledge#8287,0.00012801422539266162,1.0,0.0002537157448215503,0.0001883509547185282
313,emalinus,0.00012801422539266162,1.0,0.0002537157448215503,0.0001883509547185282
312,ollitiainen,0.00012801422539266162,1.0,0.0002537157448215503,0.0001883509547185282
311,rokkranjc,0.00012801422539266162,1.0,0.0002537157448215503,0.0001883509547185282
314,mayu ☪dev protocol🌟#8814,0.00012574641541140152,1.0,0.0002537157448215503,0.00018717169352827292
315,si chen#0557,0.00012246555588786462,1.0,0.0002537157448215503,0.00018546564657603376
316,northquotient#9402,0.00012222216462523164,1.0,0.0002537157448215503,0.00018533908311946462
318,proofoftom,0.00012202466443350183,1.0,0.0002537157448215503,0.0001852363830197651
319,parsley_3d#3854,0.00012094489083235696,1.0,0.0002537157448215503,0.0001846749007471698
320,hypereum,0.00011814053122222416,1.0,0.0002537157448215503,0.00018321663374990072
321,wipabramson,0.0001181311639688143,1.0,0.0002537157448215503,0.00018321176277812757
322,jasselnorm,0.0001181311639688143,1.0,0.0002537157448215503,0.00018321176277812757
324,joeechidna,0.00011688683827518212,1.0,0.0002537157448215503,0.00018256471341743886
325,mazed#4761,0.00011648325742342865,1.0,0.0002537157448215503,0.00018235485137452705
326,michiel 🐙#0195,0.00011648325742342865,1.0,0.0002537157448215503,0.00018235485137452705
327,shrutiappiah1,0.00011511657866170505,1.0,0.0002537157448215503,0.00018164417841843078
328,willszal#6405,0.00011478999595562609,1.0,0.0002537157448215503,0.00018147435541126971
329,sweptbackcat#9656,0.00011359582014058965,1.0,0.0002537157448215503,0.00018085338398745077
331,meedabyte,0.00010894585151702606,1.0,0.0002537157448215503,0.00017843540030319772
332,kyle_stargarden,0.00010856785373662455,1.0,0.0002537157448215503,0.0001782388414573889
333,christel#2333,0.00010822304043200254,1.0,0.0002537157448215503,0.00017805953853898548
334,hernandoagf#3014,0.00010822304043200254,1.0,0.0002537157448215503,0.00017805953853898548
335,zoushhoang#2376,0.00010728911216170574,1.0,0.0002537157448215503,0.00017757389583843115
336,cyotee,0.00010542591642391865,1.0,0.0002537157448215503,0.00017660503405478184
337,ajmaq,0.00010181990849612926,1.0,0.0002537157448215503,0.00017472990993233137
339,francescovaub,0.00010104877181687225,1.0,0.0002537157448215503,0.00017432891885911772
340,lalogarza,0.00010000735437763541,1.0,0.0002537157448215503,0.00017378738179071456
341,cannabiscommunitycare,9.822453185496897e-05,1.0,0.0002537157448215503,0.000172860314078928
342,aggre 🗾🗼 dev protocol#3446,9.696550803576336e-05,1.0,0.0002537157448215503,0.0001722056216929411
343,thales#8858,9.596608238457488e-05,1.0,0.0002537157448215503,0.0001716859203543231
346,enti#1546,9.515397320389735e-05,1.0,0.0002537157448215503,0.00017126362358037077
345,rod266#3161,9.515397320389735e-05,1.0,0.0002537157448215503,0.00017126362358037077
344,dw#5584,9.515397320389735e-05,1.0,0.0002537157448215503,0.00017126362358037077
347,deeptroop#4783,9.426189985575897e-05,1.0,0.0002537157448215503,0.0001707997454393388
348,macerer,8.829384048141159e-05,1.0,0.0002537157448215503,0.00016769635456467818
350,badjuju#1050,8.797971605884168e-05,1.0,0.0002537157448215503,0.00016753300986494183
351,eeeit,8.605822715450775e-05,1.0,0.0002537157448215503,0.0001665338356346882
352,leanne#9678,8.518242588967734e-05,1.0,0.0002537157448215503,0.00016607841897697638
353,miles#9305,8.499529790039197e-05,1.0,0.0002537157448215503,0.000165981112422548
354,nirv#4850,8.334300645399384e-05,1.0,0.0002537157448215503,0.00016512192087042094
355,sinsan#3757,8.228881398668834e-05,1.0,0.0002537157448215503,0.00016457374078742207
356,marc#9662,8.206418838607763e-05,1.0,0.0002537157448215503,0.00016445693547510452
357,🐙 misanth 🐙#7407,8.206418838607763e-05,1.0,0.0002537157448215503,0.00016445693547510452
358,revxzx,8.153868939906086e-05,1.0,0.0002537157448215503,0.0001641836760018558
360,caseyr#2795,8.0309266199831e-05,1.0,0.0002537157448215503,0.00016354437593825628
359,dunks411 | adept camp#2178,8.0309266199831e-05,1.0,0.0002537157448215503,0.00016354437593825628
361,keepitsane#8407,7.68324179536425e-05,1.0,0.0002537157448215503,0.00016173641485023825
362,viken33,7.647573516784011e-05,1.0,0.0002537157448215503,0.00016155093980162102
363,jakubgregus,7.238598431554952e-05,1.0,0.0002537157448215503,0.0001594242693584299
365,graven#6675,7.045241061038511e-05,1.0,0.0002537157448215503,0.0001584188110317444
366,igorline,7.033666845153062e-05,1.0,0.0002537157448215503,0.00015835862510914006
367,edapt,7.006053242772736e-05,1.0,0.0002537157448215503,0.00015821503437676238
368,nestor#8357,6.781294094843651e-05,1.0,0.0002537157448215503,0.00015704628680753113
371,davidking 🐝#0780,6.727609405863086e-05,1.0,0.0002537157448215503,0.0001567671264248322
369,wright#9119,6.727609405863086e-05,1.0,0.0002537157448215503,0.0001567671264248322
370,tomerba,6.727609405863086e-05,1.0,0.0002537157448215503,0.0001567671264248322
372,dahlberry,6.727609405863086e-05,1.0,0.0002537157448215503,0.0001567671264248322
373,arrow#5491,6.658613299596208e-05,1.0,0.0002537157448215503,0.00015640834667224443
374,cryptainist,6.507758600450122e-05,1.0,0.0002537157448215503,0.00015562390223668477
375,santosthegreat,6.435429712112084e-05,1.0,0.0002537157448215503,0.00015524779201732698
376,rad casale#6107,6.430715266556765e-05,1.0,0.0002537157448215503,0.00015522327690043933
377,tyler golato#5399,6.400711270408086e-05,1.0,0.0002537157448215503,0.0001550672561204662
378,wunluv,6.370990033298026e-05,1.0,0.0002537157448215503,0.0001549127056874939
379,stan#3519,6.332128109301352e-05,1.0,0.0002537157448215503,0.00015471062368271118
380,blockchainberlin,6.24681001947703e-05,1.0,0.0002537157448215503,0.0001542669696156247
382,darren432,6.244504933613387e-05,1.0,0.0002537157448215503,0.00015425498316913377
381,stefdelev#6019,6.244504933613387e-05,1.0,0.0002537157448215503,0.00015425498316913377
383,monsterplayaus,6.175193619621894e-05,1.0,0.0002537157448215503,0.000153894564336378
384,d8n1#8408,6.133821127250443e-05,1.0,0.0002537157448215503,0.00015367942737604646
386,steffclearteam#6495,6.111807539233779e-05,1.0,0.0002537157448215503,0.0001535649567183598
385,ejlsh-dt#8607,6.111807539233779e-05,1.0,0.0002537157448215503,0.0001535649567183598
387,johnnypedala#5454,6.111807539233779e-05,1.0,0.0002537157448215503,0.0001535649567183598
388,cryptononymouseconomist,6.0990821479128994e-05,1.0,0.0002537157448215503,0.0001534987846834912
390,w a l y d#4325,6.005046077550579e-05,1.0,0.0002537157448215503,0.00015300979711760718
391,vanjeer#1629,6.005046077550579e-05,1.0,0.0002537157448215503,0.00015300979711760718
392,charingane,5.812537795580272e-05,1.0,0.0002537157448215503,0.00015200875405136155
393,patogit#7853,5.8015451946267295e-05,1.0,0.0002537157448215503,0.00015195159252640316
394,efra#7972,5.8015451946267295e-05,1.0,0.0002537157448215503,0.00015195159252640316
395,quentin_hb,5.770930310055795e-05,1.0,0.0002537157448215503,0.00015179239512663428
396,supernova_labs,5.7235908609096656e-05,1.0,0.0002537157448215503,0.0001515462299910744
397,fenjamin,5.707471824821872e-05,1.0,0.0002537157448215503,0.00015146241100341787
400,itiszacs#2501,5.243138708556472e-05,1.0,0.0002537157448215503,0.00014904787879883782
402,emmy#1303,5.243138708556472e-05,1.0,0.0002537157448215503,0.00014904787879883782
404,ezra#7391,5.243138708556472e-05,1.0,0.0002537157448215503,0.00014904787879883782
401,tamedimpala#7142,5.243138708556472e-05,1.0,0.0002537157448215503,0.00014904787879883782
403,0xjoshua#0888,5.243138708556472e-05,1.0,0.0002537157448215503,0.00014904787879883782
399,alex.v | gnosis#4495,5.243138708556472e-05,1.0,0.0002537157448215503,0.00014904787879883782
398,joaoestellita#3866,5.243138708556472e-05,1.0,0.0002537157448215503,0.00014904787879883782
405,prasad_h#9454,5.120569016481469e-05,1.0,0.0002537157448215503,0.0001484105164000478
406,ok#8891,5.120569016481469e-05,1.0,0.0002537157448215503,0.0001484105164000478
408,deepcryptodive,5.120569016481469e-05,1.0,0.0002537157448215503,0.0001484105164000478
409,bimboom66#4846,5.120569016481469e-05,1.0,0.0002537157448215503,0.0001484105164000478
407,jpaulet#3269,5.120569016481469e-05,1.0,0.0002537157448215503,0.0001484105164000478
410,sknuth#9426,5.027004861412742e-05,1.0,0.0002537157448215503,0.0001479239827936904
411,erikbjare,4.7794495501783576e-05,1.0,0.0002537157448215503,0.0001466366951752716
415,dazuck,4.7794495501783576e-05,1.0,0.0002537157448215503,0.0001466366951752716
416,bradym,4.7794495501783576e-05,1.0,0.0002537157448215503,0.0001466366951752716
417,benjaminaaron,4.7794495501783576e-05,1.0,0.0002537157448215503,0.0001466366951752716
414,jamiepitts,4.7794495501783576e-05,1.0,0.0002537157448215503,0.0001466366951752716
418,eduadiez,4.7794495501783576e-05,1.0,0.0002537157448215503,0.0001466366951752716
413,jimbobbins,4.7794495501783576e-05,1.0,0.0002537157448215503,0.0001466366951752716
412,wildpau,4.7794495501783576e-05,1.0,0.0002537157448215503,0.0001466366951752716
419,byzzyy,4.636828889748475e-05,1.0,0.0002537157448215503,0.00014589506774103622
421,evaninsky#4772,4.502779278976184e-05,1.0,0.0002537157448215503,0.0001451980097650203
422,xlebushek#6643,4.500903359903164e-05,1.0,0.0002537157448215503,0.0001451882549858406
423,tian#6241,4.500903359903164e-05,1.0,0.0002537157448215503,0.0001451882549858406
424,kaptan48#3044,4.500903359903164e-05,1.0,0.0002537157448215503,0.0001451882549858406
425,jahed#1529,4.500903359903164e-05,1.0,0.0002537157448215503,0.0001451882549858406
426,goombz#3280,4.500903359903164e-05,1.0,0.0002537157448215503,0.0001451882549858406
427,fakepixels#6258,4.500903359903164e-05,1.0,0.0002537157448215503,0.0001451882549858406
428,shawn#7046,4.4433868390814084e-05,1.0,0.0002537157448215503,0.00014488916907756747
430,youngkidwarrior,4.1909210687921416e-05,1.0,0.0002537157448215503,0.00014357634707206328
431,a_bornstein,4.01546330999155e-05,1.0,0.0002537157448215503,0.0001426639667263002
432,yangwao,3.979295288011767e-05,1.0,0.0002537157448215503,0.00014247589301200533
433,sanolution,3.9395984417860757e-05,1.0,0.0002537157448215503,0.00014226946941163173
434,oddname#8763,3.327778110071392e-05,1.0,0.0002537157448215503,0.0001390880036867154
436,mratsim#9204,3.1799804903787297e-05,1.0,0.0002537157448215503,0.00013831945606431354
435,annanna#4694,3.1799804903787297e-05,1.0,0.0002537157448215503,0.00013831945606431354
437,nickjplace,3.112808218971198e-05,1.0,0.0002537157448215503,0.00013797016025299437
438,irenioskamoska#7519,2.8780907391138246e-05,1.0,0.0002537157448215503,0.00013674962935773604
440,fatrui,2.2424782765926395e-05,1.0,0.0002537157448215503,0.00013344444455262586
441,monetaryplurality#6033,2.0971451822253635e-05,1.0,0.0002537157448215503,0.00013268871246191604
442,mindmonkey#3630,2.0971451822253635e-05,1.0,0.0002537157448215503,0.00013268871246191604
444,econaut6,1.6088574282217723e-05,1.0,0.0002537157448215503,0.00013014961614109737
446,paulsalis,9.53931809893276e-06,1.0,0.0002537157448215503,0.00012674400292578917
448,gijsspoor,8.823799222326258e-06,1.0,0.0002537157448215503,0.0001263719331099538
447,hubway,8.823799222326258e-06,1.0,0.0002537157448215503,0.0001263719331099538
449,marveloushelper,8.70214313951693e-06,1.0,0.0002537157448215503,0.00012630867194689295
450,denissrgn,6.923676144396984e-06,1.0,0.0002537157448215503,0.00012538386910943057
451,robinwhitney,5.691352788734079e-06,1.0,0.0002537157448215503,0.00012474306096448587
452,pimpmypeon,5.691352788734079e-06,1.0,0.0002537157448215503,0.00012474306096448587
453,cryptonian_z,5.691352788734079e-06,1.0,0.0002537157448215503,0.00012474306096448587
454,asalemalawi,3.7441715133124937e-06,1.0,0.0002537157448215503,0.00012373052670126665
455,wolfofcurrency,2.922700932063176e-06,1.0,0.0002537157448215503,0.000123303361999017
456,llll79,2.140654115488858e-06,1.0,0.0002537157448215503,0.00012289669765439836
457,immortaz,1.948467287783782e-06,1.0,0.0002537157448215503,0.00012279676050399173
458,burningfiat,1.948467287783782e-06,1.0,0.0002537157448215503,0.00012279676050399173
459,elessar.eth#7945,0.0,0.9429902988988137,0.0002537157448215503,0.00012178355751434415
460,ferdinandrg,0.0,0.9429902988988137,0.0002537157448215503,0.00012178355751434415
