Handle,Total Hours Deducted,Impact Hours,Paid Ratio,Unpaid Bonus Factor,Name,IH held
atacas,-37.335532429,52.32595625,0.7135183970765943,0.8964107874947385,atacas,62.11540213
nathalia#0926,31.13980827,50.47256627,-0.6169650281584542,1.0895715116415703,nathalia#0926,10.42651393
aminlatifi,-21.024086625999995,49.35894942,0.42594274945165544,0.9381612665226257,aminlatifi,62.11540213
loie_giveth,0.0,48.53841035,-0.0,1.0,loie_giveth,10.42651393
letty#5399,0.0,46.91751896,-0.0,1.0,letty#5399,10.42651393
hbesso31,0.0,45.12961681,-0.0,1.0,hbesso31,10.42651393
pavl#1561,0.0,44.0514657,-0.0,1.0,pavl#1561,10.42651393
rosamoc,0.0,41.27510754,-0.0,1.0,rosamoc,10.42651393
suga#8514,-139.73907036600002,39.56217625,3.5321381079484984,0.4872011617901817,suga#8514,167.7829828
tylerdmace,0.0,39.31384661,-0.0,1.0,tylerdmace,10.42651393
rubenrussel7,-16.940196295,38.42912975,0.4408165473744562,0.9360018757905882,rubenrussel7,10.42651393
maghaali#6154,0.0,34.81141041,-0.0,1.0,maghaali#6154,10.42651393
t wells#9070,0.0,33.7703972,-0.0,1.0,t wells#9070,10.42651393
jwaup,0.0,33.71873046,-0.0,1.0,jwaup,62.11540213
rodrigouy,0.0,33.61008914,-0.0,1.0,rodrigouy,62.11540213
vivszaid,-39.40631492,32.9632163,1.1954632873613125,0.8264416152069924,vivszaid,62.11540213
elihanover,0.0,31.56832343,-0.0,1.0,elihanover,10.42651393
quartagiulio,0.0,31.21807375,-0.0,1.0,quartagiulio,10.42651393
daithic,0.0,30.50296318,-0.0,1.0,daithic,10.42651393
lescanore,-18.939972883,30.08081124,0.6296363728985654,0.9085888516673664,lescanore,10.42651393
phil_h,0.0,27.83452085,-0.0,1.0,phil_h,62.11540213
gracerachmany,0.0,27.55221065,-0.0,1.0,gracerachmany,2.002348354
krrisis,0.0,26.88700519,-0.0,1.0,krrisis,10.42651393
fabianvb,0.0,26.60005826,-0.0,1.0,fabianvb,62.11540213
misterboyfriend,0.0,24.774552,-0.0,1.0,misterboyfriend,10.42651393
felixfalafel,0.0,24.08306537,-0.0,1.0,felixfalafel,62.11540213
mehigher,0.0,23.74005628,-0.0,1.0,mehigher,10.42651393
burrrata,0.0,23.53212262,-0.0,1.0,burrrata,10.42651393
acidlazzer#5796,-22.581325645,23.05562875,0.9794278824428069,0.857805820475495,acidlazzer#5796,10.42651393
aidanbrodieo,0.0,22.27665959,-0.0,1.0,aidanbrodieo,2.002348354
anjablaj,0.0,22.08654087,-0.0,1.0,anjablaj,10.42651393
anthonyoliai,-14.426701857,21.97398497,0.6565355294770642,0.9046836090577307,anthonyoliai,10.42651393
david (please dyor...)#4116,0.0,20.93687168,-0.0,1.0,david (please dyor...)#4116,62.11540213
kz flyer#0926,0.0,20.32080195,-0.0,1.0,kz flyer#0926,10.42651393
abchewey,0.0,19.05824895,-0.0,1.0,abchewey,2.002348354
jameszaki,0.0,18.78104786,-0.0,1.0,jameszaki,62.11540213
baartch#5796,0.0,17.89317763,-0.0,1.0,baartch#5796,10.42651393
ludo_lb,0.0,17.84773094,-0.0,1.0,ludo_lb,10.42651393
pehkah,0.0,17.42528672,-0.0,1.0,pehkah,10.42651393
decentralizesdgs,0.0,17.22801254,-0.0,1.0,decentralizesdgs,10.42651393
sjdthree#8498,0.0,16.87838879,-0.0,1.0,sjdthree#8498,10.42651393
coachb,0.0,16.81711601,-0.0,1.0,coachb,62.11540213
pacobacpac,0.0,16.33499603,-0.0,1.0,pacobacpac,10.42651393
freddbomba,0.0,15.95083089,-0.0,1.0,freddbomba,62.11540213
gfriis,-8.890309782,15.68476152,0.56681191936924,0.9177097596829694,gfriis,62.11540213
tjayrush,0.0,15.49222286,-0.0,1.0,tjayrush,10.42651393
gyalbo,0.0,15.48257376,-0.0,1.0,gyalbo,2.002348354
danielo#2815,0.0,15.32541611,-0.0,1.0,danielo#2815,10.42651393
moritzfelipe#9923,0.0,15.29051661,-0.0,1.0,moritzfelipe#9923,10.42651393
zer8🧠#9093,0.0,15.10409512,-0.0,1.0,zer8🧠#9093,10.42651393
dulcedu,0.0,14.92714097,-0.0,1.0,dulcedu,10.42651393
sbilbao,0.0,14.87577719,-0.0,1.0,sbilbao,10.42651393
papa_raw,0.0,14.84994525,-0.0,1.0,papa_raw,62.11540213
marinam00,0.0,14.53068881,-0.0,1.0,marinam00,10.42651393
jamessimbouras,0.0,14.42038302,-0.0,1.0,jamessimbouras,10.42651393
paxthemax,0.0,14.18118106,-0.0,1.0,paxthemax,10.42651393
lydia#2825,0.0,13.9593106,-0.0,1.0,lydia#2825,10.42651393
cpt_grog,0.0,13.95470154,-0.0,1.0,cpt_grog,10.42651393
renzod5,0.0,13.95199014,-0.0,1.0,renzod5,10.42651393
nikoline_nik,0.0,13.94045005,-0.0,1.0,nikoline_nik,10.42651393
chriscyber,0.0,13.54955733,-0.0,1.0,chriscyber,62.11540213
existenialstoic,0.0,13.48052404,-0.0,1.0,existenialstoic,10.42651393
jonassft,0.0,13.45676808,-0.0,1.0,jonassft,10.42651393
simunstrukan,0.0,13.40636894,-0.0,1.0,simunstrukan,10.42651393
joez#9988,0.9671689352,13.40044839,-0.07217437111445792,1.0104783370652273,joez#9988,10.42651393
luukweber,0.0,13.33831882,-0.0,1.0,luukweber,10.42651393
katalenacaban,-16.08295,12.87880211,1.2487923847756055,0.818699251131452,katalenacaban,10.42651393
sergei_tran,0.0,12.86905641,-0.0,1.0,sergei_tran,2.002348354
josevicente1,0.0,12.79147373,-0.0,1.0,josevicente1,2.002348354
mercedesrodsim,0.0,12.67425679,-0.0,1.0,mercedesrodsim,10.42651393
unquale,0.0,12.47411692,-0.0,1.0,unquale,2.002348354
d8n13l,0.0,12.46365575,-0.0,1.0,d8n13l,10.42651393
sepu85,0.0,12.32785407,-0.0,1.0,sepu85,2.002348354
pprhsk,0.0,12.31633402,-0.0,1.0,pprhsk,2.002348354
rogervs,0.0,11.54676855,-0.0,1.0,rogervs,10.42651393
rogervs,0.0,11.54676855,-0.0,1.0,rogervs,2.002348354
lbagic,0.0,11.16669636,-0.0,1.0,lbagic,10.42651393
andfletcher,0.0,11.0698725,-0.0,1.0,andfletcher,10.42651393
juliet_myea,0.0,11.03610201,-0.0,1.0,juliet_myea,10.42651393
bradleyc#1813,-1.272516029,10.60624986,0.11997794185474714,0.9825814995581661,bradleyc#1813,10.42651393
auryn_macmillan,0.0,10.58044839,-0.0,1.0,auryn_macmillan,10.42651393
crypt0dawg,0.0,10.500931,-0.0,1.0,crypt0dawg,10.42651393
markusbkoch#6770,0.0,10.47504406,-0.0,1.0,markusbkoch#6770,62.11540213
petheth,0.0,10.01175099,-0.0,1.0,petheth,10.42651393
aaron_soskin,0.0,9.638906632,-0.0,1.0,aaron_soskin,2.002348354
ekeneodigwe#1502,-2.304283967,9.397721995,0.2451960132706607,0.9644022326148785,ekeneodigwe#1502,10.42651393
nelsonm,0.0,9.331023427,-0.0,1.0,nelsonm,2.002348354
antoniopaglino,0.0,9.213204898,-0.0,1.0,antoniopaglino,10.42651393
a mensch#5604,0.0,9.145675117,-0.0,1.0,a mensch#5604,10.42651393
johann#1308,0.0,9.031082093,-0.0,1.0,johann#1308,2.002348354
katebee,0.0,8.866709755,-0.0,1.0,katebee,10.42651393
michal#7390,0.0,8.766776048,-0.0,1.0,michal#7390,2.002348354
officialnico,0.0,8.732135988,-0.0,1.0,officialnico,62.11540213
boring877,0.0,8.682545508,-0.0,1.0,boring877,2.002348354
magentaceiba,0.0,8.682214288,-0.0,1.0,magentaceiba,10.42651393
thebeautyway,0.0,8.612214902,-0.0,1.0,thebeautyway,10.42651393
bk#7471,0.0,8.162588679,-0.0,1.0,bk#7471,10.42651393
krisparuch,0.0,8.116949457,-0.0,1.0,krisparuch,10.42651393
positonic,0.0,7.975822947,-0.0,1.0,positonic,10.42651393
freshelle,-1.842858404,7.937100425,0.23218282563181755,0.9662914983510025,freshelle,10.42651393
fahern#7639,0.0,7.887732753,-0.0,1.0,fahern#7639,2.002348354
morgangr,0.0,7.781879609,-0.0,1.0,morgangr,10.42651393
paulaberman#9915,0.0,7.74262956,-0.0,1.0,paulaberman#9915,10.42651393
josiprajevic,0.0,7.737642936,-0.0,1.0,josiprajevic,10.42651393
castall,0.0,7.724808474,-0.0,1.0,castall,10.42651393
rpp63,0.0,7.469808634,-0.0,1.0,rpp63,10.42651393
brutalfluffy,0.0,7.365313811,-0.0,1.0,brutalfluffy,10.42651393
whyldwanderer#7002,0.0,7.225577669,-0.0,1.0,whyldwanderer#7002,2.002348354
jakublanc,0.0,7.078186392,-0.0,1.0,jakublanc,10.42651393
typto,0.0,7.053479167,-0.0,1.0,typto,10.42651393
julio holon#2942,0.0,6.754244841,-0.0,1.0,julio holon#2942,10.42651393
glefevre,0.0,6.710441694,-0.0,1.0,glefevre,10.42651393
stephen_yo,0.0,6.672799995,-0.0,1.0,stephen_yo,10.42651393
pkk777,0.0,6.317599389,-0.0,1.0,pkk777,10.42651393
witwiki3,0.0,6.294093122,-0.0,1.0,witwiki3,10.42651393
solarpunk_girl,0.0,6.253701119,-0.0,1.0,solarpunk_girl,2.002348354
davidkish,0.0,6.250962396,-0.0,1.0,davidkish,10.42651393
davidhq,0.0,6.191557711,-0.0,1.0,davidhq,10.42651393
adriazero,0.0,6.167214456,-0.0,1.0,adriazero,10.42651393
xlcrr,0.0,6.160403201,-0.0,1.0,xlcrr,10.42651393
nic#9212,0.0,6.116983172,-0.0,1.0,nic#9212,2.002348354
bends#3537,0.0,5.953270594,-0.0,1.0,bends#3537,2.002348354
xqtstrategy,0.0,5.915536292,-0.0,1.0,xqtstrategy,2.002348354
revathi#5324,0.0,5.82445095,-0.0,1.0,revathi#5324,2.002348354
nukemandan,0.0,5.744592804,-0.0,1.0,nukemandan,10.42651393
willruddick,0.0,5.697796888,-0.0,1.0,willruddick,2.002348354
lin#3884,0.0,5.537376138,-0.0,1.0,lin#3884,2.002348354
penguin#5853,0.0,5.518162714,-0.0,1.0,penguin#5853,10.42651393
celineflash,0.0,5.515662161,-0.0,1.0,celineflash,2.002348354
orishim,0.0,5.513233219,-0.0,1.0,orishim,10.42651393
melvera,0.0,5.450343069,-0.0,1.0,melvera,2.002348354
tokenbrice,0.0,5.340856029,-0.0,1.0,tokenbrice,10.42651393
kaikai520#0224,0.0,5.270801819,-0.0,1.0,kaikai520#0224,2.002348354
rafaelcalcada#1402,0.0,5.161465537,-0.0,1.0,rafaelcalcada#1402,2.002348354
yalormewn,0.0,5.14752257,-0.0,1.0,yalormewn,10.42651393
maxsong123,0.0,5.066937234,-0.0,1.0,maxsong123,10.42651393
ryanchrypto,0.0,4.754497155,-0.0,1.0,ryanchrypto,10.42651393
cj_33logic#3171,0.0,4.746608497,-0.0,1.0,cj_33logic#3171,2.002348354
johnpaller#2670,0.0,4.68528594,-0.0,1.0,johnpaller#2670,10.42651393
exiledsurfer,0.0,4.643313413,-0.0,1.0,exiledsurfer,10.42651393
tunoncedemalis,0.0,4.546913621,-0.0,1.0,tunoncedemalis,2.002348354
innov8tor3#3988,0.0,4.498341568,-0.0,1.0,innov8tor3#3988,2.002348354
adnfx2#9648,0.0,4.435498771,-0.0,1.0,adnfx2#9648,2.002348354
comandoburrito,0.0,4.43008357,-0.0,1.0,comandoburrito,10.42651393
paul2#3057,0.0,4.38734214,-0.0,1.0,paul2#3057,10.42651393
mettodo#7010,0.0,4.359862024,-0.0,1.0,mettodo#7010,10.42651393
acryptomuppet,0.0,4.33087943,-0.0,1.0,acryptomuppet,2.002348354
adriamb,0.0,4.33036628,-0.0,1.0,adriamb,62.11540213
chanate91,0.0,4.263119747,-0.0,1.0,chanate91,2.002348354
hxrts,0.0,4.065751791,-0.0,1.0,hxrts,10.42651393
ermini0#7687,0.0,3.966123491,-0.0,1.0,ermini0#7687,2.002348354
bierlingm,0.0,3.920019712,-0.0,1.0,bierlingm,2.002348354
michel bauwens#1511,0.0,3.896683987,-0.0,1.0,michel bauwens#1511,10.42651393
gagarine#9410,0.0,3.884220995,-0.0,1.0,gagarine#9410,2.002348354
taxil#8577,0.0,3.872648522,-0.0,1.0,taxil#8577,2.002348354
thelastjosh,0.0,3.856230117,-0.0,1.0,thelastjosh,2.002348354
eugene#1706,0.0,3.82212754,-0.0,1.0,eugene#1706,10.42651393
reos#2250,0.0,3.739579903,-0.0,1.0,reos#2250,2.002348354
lanski13,0.0,3.714737701,-0.0,1.0,lanski13,2.002348354
airnova#1324,0.0,3.677706777,-0.0,1.0,airnova#1324,2.002348354
adaptdao,0.0,3.631472528,-0.0,1.0,adaptdao,2.002348354
gcrewe,0.0,3.588207798,-0.0,1.0,gcrewe,10.42651393
aleezagroks,0.0,3.584432655,-0.0,1.0,aleezagroks,10.42651393
tze42,0.0,3.547728738,-0.0,1.0,tze42,2.002348354
the blockchain socialist#5005,0.0,3.544931196,-0.0,1.0,the blockchain socialist#5005,2.002348354
kei#9866,0.0,3.519506129,-0.0,1.0,kei#9866,2.002348354
rodbot2#3621,0.0,3.506180409,-0.0,1.0,rodbot2#3621,2.002348354
codersinblack,0.0,3.498741416,-0.0,1.0,codersinblack,2.002348354
andythegreenie#7463,0.0,3.481601594,-0.0,1.0,andythegreenie#7463,2.002348354
smokyish,0.0,3.460194673,-0.0,1.0,smokyish,2.002348354
alexholman,0.0,3.449693932,-0.0,1.0,alexholman,2.002348354
dysbulic 🐙#3391,0.0,3.420372285,-0.0,1.0,dysbulic 🐙#3391,2.002348354
monstros1ty,0.0,3.397212824,-0.0,1.0,monstros1ty,2.002348354
kentphilly,0.0,3.380289213,-0.0,1.0,kentphilly,2.002348354
leons#5914,0.0,3.343350634,-0.0,1.0,leons#5914,2.002348354
willyogo,0.0,3.323074788,-0.0,1.0,willyogo,10.42651393
ferranrego,0.0,3.292617566,-0.0,1.0,ferranrego,10.42651393
atotsm#5719,0.0,3.248318846,-0.0,1.0,atotsm#5719,2.002348354
staccop2p,0.0,3.204968999,-0.0,1.0,staccop2p,2.002348354
jodisattva,0.0,3.19966254,-0.0,1.0,jodisattva,2.002348354
tawhuac,0.0,3.19966254,-0.0,1.0,tawhuac,2.002348354
nyanncatt,0.0,3.19966254,-0.0,1.0,nyanncatt,2.002348354
jelena_dragovic,0.0,3.117804512,-0.0,1.0,jelena_dragovic,2.002348354
matslats,0.0,3.11641155,-0.0,1.0,matslats,2.002348354
pineapple#7041,0.0,3.109151327,-0.0,1.0,pineapple#7041,2.002348354
independentcurrencies,0.0,3.073,-0.0,1.0,independentcurrencies,2.002348354
hanners717,0.0,3.065149659,-0.0,1.0,hanners717,10.42651393
barlin#4926,0.0,3.044940949,-0.0,1.0,barlin#4926,2.002348354
mateo#5403,0.0,3.044322192,-0.0,1.0,mateo#5403,2.002348354
seedsalchemist,0.0,3.018057823,-0.0,1.0,seedsalchemist,10.42651393
cemfd,0.0,2.915896682,-0.0,1.0,cemfd,10.42651393
christian_regennetwork#5044,0.0,2.915195118,-0.0,1.0,christian_regennetwork#5044,2.002348354
edendh,0.0,2.88282691,-0.0,1.0,edendh,10.42651393
blackboxdotart,0.0,2.873119247,-0.0,1.0,blackboxdotart,10.42651393
oedth,0.0,2.870010848,-0.0,1.0,oedth,10.42651393
barnabemonnot,0.0,2.850333502,-0.0,1.0,barnabemonnot,10.42651393
tyrannosaurus#3104,0.0,2.801,-0.0,1.0,tyrannosaurus#3104,2.002348354
ivanthinking,0.0,2.724343554,-0.0,1.0,ivanthinking,2.002348354
tech_digger,0.0,2.713596376,-0.0,1.0,tech_digger,2.002348354
blockenthusiast,0.0,2.680932439,-0.0,1.0,blockenthusiast,2.002348354
deam123,0.0,2.62036064,-0.0,1.0,deam123,10.42651393
mikegilliland#3316,0.0,2.608948627,-0.0,1.0,mikegilliland#3316,2.002348354
rex#1134,0.0,2.560843168,-0.0,1.0,rex#1134,2.002348354
terry#6288,0.0,2.54061664,-0.0,1.0,terry#6288,2.002348354
mike elias#4724,0.0,2.477678574,-0.0,1.0,mike elias#4724,2.002348354
matiasbd,0.0,2.414270194,-0.0,1.0,matiasbd,2.002348354
cryptodude#5999,0.0,2.413403936,-0.0,1.0,cryptodude#5999,2.002348354
pronoia🐙#2154,0.0,2.40845545,-0.0,1.0,pronoia🐙#2154,2.002348354
bagholder mcfomo iii 🐙#9024,0.0,2.387796839,-0.0,1.0,bagholder mcfomo iii 🐙#9024,2.002348354
jantinine,0.0,2.382381662,-0.0,1.0,jantinine,2.002348354
harsh24#4473,0.0,2.378,-0.0,1.0,harsh24#4473,2.002348354
wertuals,0.0,2.358338179,-0.0,1.0,wertuals,2.002348354
"tommy,🐙#3630",0.0,2.346531911,-0.0,1.0,"tommy,🐙#3630",2.002348354
kalesalad#3511,0.0,2.346531911,-0.0,1.0,kalesalad#3511,2.002348354
jantanner#2104,0.0,2.317098553,-0.0,1.0,jantanner#2104,2.002348354
johnkellden,0.0,2.289660994,-0.0,1.0,johnkellden,2.002348354
meta_dreamer,0.0,2.28527134,-0.0,1.0,meta_dreamer,10.42651393
flakoubay,0.0,2.245699756,-0.0,1.0,flakoubay,2.002348354
futuremike#3316,0.0,2.244644384,-0.0,1.0,futuremike#3316,2.002348354
activeinferencelab#3629,0.0,2.201633887,-0.0,1.0,activeinferencelab#3629,10.42651393
michaelr10,0.0,2.198583662,-0.0,1.0,michaelr10,2.002348354
hanna_nevermind,0.0,2.080025734,-0.0,1.0,hanna_nevermind,2.002348354
ubipromoter,0.0,2.058873157,-0.0,1.0,ubipromoter,10.42651393
🐙musashi13#5579,0.0,2.055905342,-0.0,1.0,🐙musashi13#5579,10.42651393
andeh#4874,0.0,2.050265459,-0.0,1.0,andeh#4874,2.002348354
liam ¬ ltf#1024,0.0,2.048066912,-0.0,1.0,liam ¬ ltf#1024,2.002348354
curlybracketeffect#5572,0.0,2.033522551,-0.0,1.0,curlybracketeffect#5572,2.002348354
jukren#8803,0.0,1.97493519,-0.0,1.0,jukren#8803,10.42651393
joaonit#7081,0.0,1.926958856,-0.0,1.0,joaonit#7081,2.002348354
eskalexia,0.0,1.898709766,-0.0,1.0,eskalexia,2.002348354
guy james#3266,0.0,1.886488817,-0.0,1.0,guy james#3266,2.002348354
ontologymachine,0.0,1.866318619,-0.0,1.0,ontologymachine,10.42651393
notsure1#0821,0.0,1.79121796,-0.0,1.0,notsure1#0821,2.002348354
will | regen foundation#6405,0.0,1.779980357,-0.0,1.0,will | regen foundation#6405,2.002348354
arcorren,0.0,1.751865338,-0.0,1.0,arcorren,2.002348354
decap#9400,0.0,1.736100925,-0.0,1.0,decap#9400,2.002348354
shaila#4348,0.0,1.735415495,-0.0,1.0,shaila#4348,2.002348354
gruad#1079,0.0,1.723588202,-0.0,1.0,gruad#1079,2.002348354
mikaelseppala#6132,0.0,1.715806213,-0.0,1.0,mikaelseppala#6132,2.002348354
victorid,0.0,1.714267953,-0.0,1.0,victorid,2.002348354
hazardj#9101,0.0,1.68691756,-0.0,1.0,hazardj#9101,2.002348354
kike bell#8265,0.0,1.670794236,-0.0,1.0,kike bell#8265,2.002348354
zeroknowledge#8287,0.0,1.651785716,-0.0,1.0,zeroknowledge#8287,2.002348354
rokkranjc,0.0,1.651785716,-0.0,1.0,rokkranjc,2.002348354
ollitiainen,0.0,1.651785716,-0.0,1.0,ollitiainen,2.002348354
emalinus,0.0,1.651785716,-0.0,1.0,emalinus,2.002348354
mayu ☪dev protocol🌟#8814,0.0,1.622523842,-0.0,1.0,mayu ☪dev protocol🌟#8814,2.002348354
si chen#0557,0.0,1.580190446,-0.0,1.0,si chen#0557,2.002348354
northquotient#9402,0.0,1.577049934,-0.0,1.0,northquotient#9402,2.002348354
xibot0x,0.0,1.576086436,-0.0,1.0,xibot0x,10.42651393
proofoftom,0.0,1.574501561,-0.0,1.0,proofoftom,2.002348354
parsley_3d#3854,0.0,1.560569089,-0.0,1.0,parsley_3d#3854,2.002348354
hypereum,0.0,1.524384039,-0.0,1.0,hypereum,2.002348354
wipabramson,0.0,1.524263172,-0.0,1.0,wipabramson,2.002348354
jasselnorm,0.0,1.524263172,-0.0,1.0,jasselnorm,2.002348354
okduncan,0.0,1.511120929,-0.0,1.0,okduncan,10.42651393
joeechidna,0.0,1.508207461,-0.0,1.0,joeechidna,2.002348354
mazed#4761,0.0,1.503,-0.0,1.0,mazed#4761,2.002348354
michiel 🐙#0195,0.0,1.503,-0.0,1.0,michiel 🐙#0195,2.002348354
shrutiappiah1,0.0,1.48536555,-0.0,1.0,shrutiappiah1,2.002348354
willszal#6405,0.0,1.481151607,-0.0,1.0,willszal#6405,2.002348354
sweptbackcat#9656,0.0,1.465742987,-0.0,1.0,sweptbackcat#9656,2.002348354
elementarycomplexity,0.0,1.465474093,-0.0,1.0,elementarycomplexity,10.42651393
meedabyte,0.0,1.405743782,-0.0,1.0,meedabyte,2.002348354
kyle_stargarden,0.0,1.400866423,-0.0,1.0,kyle_stargarden,2.002348354
christel#2333,0.0,1.396417248,-0.0,1.0,christel#2333,2.002348354
hernandoagf#3014,0.0,1.396417248,-0.0,1.0,hernandoagf#3014,2.002348354
zoushhoang#2376,0.0,1.384366639,-0.0,1.0,zoushhoang#2376,2.002348354
cyotee,0.0,1.36032556,-0.0,1.0,cyotee,2.002348354
ajmaq,0.0,1.313796728,-0.0,1.0,ajmaq,2.002348354
