Handle,Total Hours Deducted,Impact Hours,Paid Ratio,Unpaid Bonus Factor,Name,IH held
harithk17,0.0,1.305488817,-0.0,1.0,harithk17,10.42651393
francescovaub,0.0,1.303846642,-0.0,1.0,francescovaub,2.002348354
lalogarza,0.0,1.290409085,-0.0,1.0,lalogarza,2.002348354
cannabiscommunitycare,0.0,1.267405073,-0.0,1.0,cannabiscommunitycare,2.002348354
aggre 🗾🗼 dev protocol#3446,0.0,1.25115971,-0.0,1.0,aggre 🗾🗼 dev protocol#3446,2.002348354
thales#8858,0.0,1.238263979,-0.0,1.0,thales#8858,2.002348354
enti#1546,0.0,1.227785219,-0.0,1.0,enti#1546,2.002348354
dw#5584,0.0,1.227785219,-0.0,1.0,dw#5584,2.002348354
rod266#3161,0.0,1.227785219,-0.0,1.0,rod266#3161,2.002348354
deeptroop#4783,0.0,1.21627467,-0.0,1.0,deeptroop#4783,2.002348354
macerer,0.0,1.139267953,-0.0,1.0,macerer,2.002348354
vasileios_panagiotidis,0.0,1.137085788,-0.0,1.0,vasileios_panagiotidis,10.42651393
badjuju#1050,0.0,1.135214761,-0.0,1.0,badjuju#1050,2.002348354
eeeit,0.0,1.110421517,-0.0,1.0,eeeit,2.002348354
leanne#9678,0.0,1.099120929,-0.0,1.0,leanne#9678,2.002348354
miles#9305,0.0,1.09670639,-0.0,1.0,miles#9305,2.002348354
nirv#4850,0.0,1.075386639,-0.0,1.0,nirv#4850,2.002348354
sinsan#3757,0.0,1.061784244,-0.0,1.0,sinsan#3757,2.002348354
marc#9662,0.0,1.058885868,-0.0,1.0,marc#9662,2.002348354
🐙 misanth 🐙#7407,0.0,1.058885868,-0.0,1.0,🐙 misanth 🐙#7407,2.002348354
revxzx,0.0,1.05210528,-0.0,1.0,revxzx,2.002348354
caseyr#2795,0.0,1.036241858,-0.0,1.0,caseyr#2795,2.002348354
dunks411 | adept camp#2178,0.0,1.036241858,-0.0,1.0,dunks411 | adept camp#2178,2.002348354
keepitsane#8407,0.0,0.9913795917,-0.0,1.0,keepitsane#8407,2.002348354
viken33,0.0,0.9867772631,-0.0,1.0,viken33,2.002348354
jakubgregus,0.0,0.9340066275,-0.0,1.0,jakubgregus,2.002348354
atitcomb,0.0,0.9307100069,-0.0,1.0,atitcomb,10.42651393
graven#6675,0.0,0.9090574516,-0.0,1.0,graven#6675,2.002348354
igorline,0.0,0.9075640141,-0.0,1.0,igorline,2.002348354
edapt,0.0,0.9040009918,-0.0,1.0,edapt,2.002348354
nestor#8357,0.0,0.875,-0.0,1.0,nestor#8357,2.002348354
wright#9119,0.0,0.8680729884,-0.0,1.0,wright#9119,2.002348354
tomerba,0.0,0.8680729884,-0.0,1.0,tomerba,2.002348354
davidking 🐝#0780,0.0,0.8680729884,-0.0,1.0,davidking 🐝#0780,2.002348354
dahlberry,0.0,0.8680729884,-0.0,1.0,dahlberry,2.002348354
arrow#5491,0.0,0.8591703229,-0.0,1.0,arrow#5491,2.002348354
cryptainist,0.0,0.839705327,-0.0,1.0,cryptainist,2.002348354
santosthegreat,0.0,0.8303726279,-0.0,1.0,santosthegreat,2.002348354
rad casale#6107,0.0,0.8297643163,-0.0,1.0,rad casale#6107,2.002348354
tyler golato#5399,0.0,0.8258928581,-0.0,1.0,tyler golato#5399,2.002348354
wunluv,0.0,0.8220578847,-0.0,1.0,wunluv,2.002348354
stan#3519,0.0,0.8170434755,-0.0,1.0,stan#3519,2.002348354
blockchainberlin,0.0,0.8060347613,-0.0,1.0,blockchainberlin,2.002348354
stefdelev#6019,0.0,0.8057373328,-0.0,1.0,stefdelev#6019,2.002348354
darren432,0.0,0.8057373328,-0.0,1.0,darren432,2.002348354
monsterplayaus,0.0,0.7967939956,-0.0,1.0,monsterplayaus,2.002348354
d8n1#8408,0.0,0.7914556442,-0.0,1.0,d8n1#8408,2.002348354
johnnypedala#5454,0.0,0.7886151997,-0.0,1.0,johnnypedala#5454,2.002348354
ejlsh-dt#8607,0.0,0.7886151997,-0.0,1.0,ejlsh-dt#8607,2.002348354
steffclearteam#6495,0.0,0.7886151997,-0.0,1.0,steffclearteam#6495,2.002348354
cryptononymouseconomist,0.0,0.7869732244,-0.0,1.0,cryptononymouseconomist,2.002348354
lefterisjp,0.0,0.7816815275,-0.0,1.0,lefterisjp,10.42651393
w a l y d#4325,0.0,0.7748396168,-0.0,1.0,w a l y d#4325,2.002348354
vanjeer#1629,0.0,0.7748396168,-0.0,1.0,vanjeer#1629,2.002348354
charingane,0.0,0.75,-0.0,1.0,charingane,2.002348354
patogit#7853,0.0,0.7485816091,-0.0,1.0,patogit#7853,2.002348354
efra#7972,0.0,0.7485816091,-0.0,1.0,efra#7972,2.002348354
quentin_hb,0.0,0.7446313271,-0.0,1.0,quentin_hb,2.002348354
supernova_labs,0.0,0.7385230508,-0.0,1.0,supernova_labs,2.002348354
fenjamin,0.0,0.7364431887,-0.0,1.0,fenjamin,2.002348354
0xjoshua#0888,0.0,0.6765296278,-0.0,1.0,0xjoshua#0888,2.002348354
ezra#7391,0.0,0.6765296278,-0.0,1.0,ezra#7391,2.002348354
emmy#1303,0.0,0.6765296278,-0.0,1.0,emmy#1303,2.002348354
alex.v | gnosis#4495,0.0,0.6765296278,-0.0,1.0,alex.v | gnosis#4495,2.002348354
itiszacs#2501,0.0,0.6765296278,-0.0,1.0,itiszacs#2501,2.002348354
tamedimpala#7142,0.0,0.6765296278,-0.0,1.0,tamedimpala#7142,2.002348354
joaoestellita#3866,0.0,0.6765296278,-0.0,1.0,joaoestellita#3866,2.002348354
prasad_h#9454,0.0,0.6607142865,-0.0,1.0,prasad_h#9454,2.002348354
ok#8891,0.0,0.6607142865,-0.0,1.0,ok#8891,2.002348354
jpaulet#3269,0.0,0.6607142865,-0.0,1.0,jpaulet#3269,2.002348354
deepcryptodive,0.0,0.6607142865,-0.0,1.0,deepcryptodive,2.002348354
bimboom66#4846,0.0,0.6607142865,-0.0,1.0,bimboom66#4846,2.002348354
sknuth#9426,0.0,0.6486415708,-0.0,1.0,sknuth#9426,2.002348354
eduadiez,0.0,0.6166991577,-0.0,1.0,eduadiez,2.002348354
benjaminaaron,0.0,0.6166991577,-0.0,1.0,benjaminaaron,2.002348354
bradym,0.0,0.6166991577,-0.0,1.0,bradym,2.002348354
dazuck,0.0,0.6166991577,-0.0,1.0,dazuck,2.002348354
erikbjare,0.0,0.6166991577,-0.0,1.0,erikbjare,2.002348354
jamiepitts,0.0,0.6166991577,-0.0,1.0,jamiepitts,2.002348354
jimbobbins,0.0,0.6166991577,-0.0,1.0,jimbobbins,2.002348354
wildpau,0.0,0.6166991577,-0.0,1.0,wildpau,2.002348354
byzzyy,0.0,0.5982966115,-0.0,1.0,byzzyy,2.002348354
peter (porobov.eth) 🤖#3488,0.0,0.591692296,-0.0,1.0,peter (porobov.eth) 🤖#3488,10.42651393
evaninsky#4772,0.0,0.581,-0.0,1.0,evaninsky#4772,2.002348354
xlebushek#6643,0.0,0.5807579475,-0.0,1.0,xlebushek#6643,2.002348354
tian#6241,0.0,0.5807579475,-0.0,1.0,tian#6241,2.002348354
kaptan48#3044,0.0,0.5807579475,-0.0,1.0,kaptan48#3044,2.002348354
jahed#1529,0.0,0.5807579475,-0.0,1.0,jahed#1529,2.002348354
goombz#3280,0.0,0.5807579475,-0.0,1.0,goombz#3280,2.002348354
fakepixels#6258,0.0,0.5807579475,-0.0,1.0,fakepixels#6258,2.002348354
shawn#7046,0.0,0.5733365092,-0.0,1.0,shawn#7046,2.002348354
sethfork,0.0,0.5691553863,-0.0,1.0,sethfork,10.42651393
youngkidwarrior,0.0,0.5407604926,-0.0,1.0,youngkidwarrior,2.002348354
a_bornstein,0.0,0.518120929,-0.0,1.0,a_bornstein,2.002348354
yangwao,0.0,0.5134541178,-0.0,1.0,yangwao,2.002348354
sanolution,0.0,0.5083319774,-0.0,1.0,sanolution,2.002348354
oddname#8763,0.0,0.4293879318,-0.0,1.0,oddname#8763,2.002348354
annanna#4694,0.0,0.4103173952,-0.0,1.0,annanna#4694,2.002348354
mratsim#9204,0.0,0.4103173952,-0.0,1.0,mratsim#9204,2.002348354
nickjplace,0.0,0.4016500617,-0.0,1.0,nickjplace,2.002348354
irenioskamoska#7519,0.0,0.3713641322,-0.0,1.0,irenioskamoska#7519,2.002348354
cleanapp,0.0,0.3481247811,-0.0,1.0,cleanapp,10.42651393
fatrui,0.0,0.2893501542,-0.0,1.0,fatrui,2.002348354
monetaryplurality#6033,0.0,0.2705976188,-0.0,1.0,monetaryplurality#6033,2.002348354
mindmonkey#3630,0.0,0.2705976188,-0.0,1.0,mindmonkey#3630,2.002348354
kelsiemvn,0.0,0.2705976188,-0.0,1.0,kelsiemvn,10.42651393
econaut6,0.0,0.207593157,-0.0,1.0,econaut6,2.002348354
paulsalis,0.0,0.1230871751,-0.0,1.0,paulsalis,2.002348354
scupytrooples,0.0,0.1230871751,-0.0,1.0,scupytrooples,10.42651393
hubway,0.0,0.1138547335,-0.0,1.0,hubway,2.002348354
gijsspoor,0.0,0.1138547335,-0.0,1.0,gijsspoor,2.002348354
marveloushelper,0.0,0.1122849878,-0.0,1.0,marveloushelper,2.002348354
denissrgn,0.0,0.08933717579,-0.0,1.0,denissrgn,2.002348354
robinwhitney,0.0,0.07343633266,-0.0,1.0,robinwhitney,2.002348354
pimpmypeon,0.0,0.07343633266,-0.0,1.0,pimpmypeon,2.002348354
cryptonian_z,0.0,0.07343633266,-0.0,1.0,cryptonian_z,2.002348354
asalemalawi,0.0,0.04831157635,-0.0,1.0,asalemalawi,2.002348354
wolfofcurrency,0.0,0.03771202487,-0.0,1.0,wolfofcurrency,2.002348354
llll79,0.0,0.02762116382,-0.0,1.0,llll79,2.002348354
immortaz,0.0,0.02514134991,-0.0,1.0,immortaz,2.002348354
burningfiat,0.0,0.02514134991,-0.0,1.0,burningfiat,2.002348354
elessar.eth#7945,0.0,0.0,,,,
ferdinandrg,0.0,0.0,,,ferdinandrg,2.002348354
