Name,Initial Distribution,Unpaid Bonus Factor,praisemaggedon,Final Distribution,Final Hours
quartagiulio,0.002419416447694498,1.0,0.0013211341285134944,0.0018922409344876163,18.414178029004937
daithic,0.0023639950181459117,1.0,0.0013211341285134944,0.0018634217911223513,18.133727042611334
lescanore,0.0023312780300562114,0.9085888516673664,0.0012003677407246428,0.0017884410911770585,17.404058884414614
krrisis,0.0020837564516911723,1.0,0.0013211341285134944,0.0017176977365658869,16.715626083687848
misterboyfriend,0.001920040264914251,1.0,0.0013211341285134944,0.0016325653194418878,15.88716737296594
mehigher,0.0018398663252893706,1.0,0.0013211341285134944,0.00159087487083695,15.481460399436017
burrrata,0.0018237513618530592,1.0,0.0013211341285134944,0.001582495089850068,15.399913289803122
anjablaj,0.001711718047740045,1.0,0.0013211341285134944,0.0015242377665113007,14.832987216119037
acidlazzer#5796,0.0017868228468032286,0.857805820475495,0.0011332765450676962,0.001473120621970173,14.335545171208627
anthonyoliai,0.0017029949087685045,0.9046836090577307,0.001195208391432928,0.0014592573804474277,14.200636242432045
kz flyer#0926,0.0015748723916116838,1.0,0.0013211341285134944,0.0014530780253245528,14.140502385657683
baartch#5796,0.0013867302834320858,1.0,0.0013211341285134944,0.001355244129071162,13.188440335816784
ludo_lb,0.0013832081420546323,1.0,0.0013211341285134944,0.0013534126155548862,13.170617121374821
pehkah,0.0013504685021176396,1.0,0.0013211341285134944,0.0013363880027876499,13.004943583371773
decentralizesdgs,0.0013351796537530785,1.0,0.0013211341285134944,0.001328437801638078,12.927576892552214
sjdthree#8498,0.0013080836369383116,1.0,0.0013211341285134944,0.0013143478728943993,12.790461976806906
pacobacpac,0.0012659704242003824,1.0,0.0013211341285134944,0.001292449002270676,12.577355022533887
tjayrush,0.0012006550788173692,1.0,0.0013211341285134944,0.0012584850226715094,12.246837509930822
danielo#2815,0.0011877274716315972,1.0,0.0013211341285134944,0.001251762666934908,12.181419489925034
moritzfelipe#9923,0.0011850227427943056,1.0,0.0013211341285134944,0.001250356207939516,12.16773265657331
zer8🧠#9093,0.0011705749833738606,1.0,0.0013211341285134944,0.0012428433730408846,12.094622157373914
dulcedu,0.0011568609475743968,1.0,0.0013211341285134944,0.0012357120744251634,12.025224545318004
sbilbao,0.0011528802287400785,1.0,0.0013211341285134944,0.001233642100631318,12.005080775430917
gracerachmany,0.0021353102100655236,1.0,0.0002537157448215503,0.0012321448667484166,11.99051057415881
marinam00,0.001126135705385871,1.0,0.0013211341285134944,0.00121973494848713,11.869744534261988
jamessimbouras,0.001117586951073253,1.0,0.0013211341285134944,0.001215289596244569,11.82648497565915
paxthemax,0.0010990486786295614,1.0,0.0013211341285134944,0.0012056496945738492,11.732675111221987
lydia#2825,0.0010818536061699244,1.0,0.0013211341285134944,0.001196708256894838,11.645662288353767
cpt_grog,0.0010814964016972297,1.0,0.0013211341285134944,0.0011965225105690367,11.643854714144162
renzod5,0.0010812862668308438,1.0,0.0013211341285134944,0.001196413240438516,11.642791361375501
nikoline_nik,0.0010803919040403185,1.0,0.0013211341285134944,0.0011959481717874428,11.638265586258555
joez#9988,0.001038541503261304,1.0104783370652273,0.0013349774172204342,0.0011808307419616864,11.491151633125602
existenialstoic,0.001044747406489713,1.0,0.0013211341285134944,0.001177413033061128,11.457892496300492
jonassft,0.0010429063076181088,1.0,0.0013211341285134944,0.0011764556616478939,11.448575919683917
simunstrukan,0.0010390003488699123,1.0,0.0013211341285134944,0.0011744245630988318,11.428810460859292
luukweber,0.001033726430276662,1.0,0.0013211341285134944,0.0011716821254303415,11.402122667280457
mercedesrodsim,0.0009822612883035318,1.0,0.0013211341285134944,0.0011449202516043138,11.141691820425491
d8n13l,0.0009659396015730184,1.0,0.0013211341285134944,0.001136432974504447,11.059098621721244
rogervs,0.0008948803815159015,1.0,0.0013211341285134944,0.001099482180074746,10.699515180447726
lbagic,0.0008654245952569152,1.0,0.0013211341285134944,0.001084165171220073,10.550459041358245
andfletcher,0.0008579206973133957,1.0,0.0013211341285134944,0.001080263144289443,10.512486805759162
juliet_myea,0.0008553034673200588,1.0,0.0013211341285134944,0.0010789021846929077,10.499242745848964
auryn_macmillan,0.0008199900821474859,1.0,0.0013211341285134944,0.00106053922440317,10.320545195366925
crypt0dawg,0.0008138274443504072,1.0,0.0013211341285134944,0.001057334652748689,10.289360185109077
bradleyc#1813,0.0008219897090749063,0.9825814995581661,0.0012981219531122603,0.0010505331862128361,10.223172305243015
katalenacaban,0.0009981136536823193,0.818699251131452,0.0010816115216582013,0.0010381926303107427,10.103081259110155
petheth,0.0007759157470575093,1.0,0.0013211341285134944,0.0010376205701563821,10.097514305487229
aidanbrodieo,0.0017264523443486764,1.0,0.0002537157448215503,0.001019538776575656,9.921552904372435
antoniopaglino,0.0007140280225073372,1.0,0.0013211341285134944,0.0010054389533902925,9.784341701728687
a mensch#5604,0.000708794430448807,1.0,0.0013211341285134944,0.001002717485519857,9.757857973915248
katebee,0.000687174474311704,1.0,0.0013211341285134944,0.0009914751083285633,9.648453758364989
ekeneodigwe#1502,0.0007283281905105804,0.9644022326148785,0.0012741047031221257,0.000990300916564122,9.637027213364012
magentaceiba,0.0006728759826443608,1.0,0.0013211341285134944,0.0009840398926615449,9.576098603965162
thebeautyway,0.0006674509949537952,1.0,0.0013211341285134944,0.0009812188990624509,9.548646350182022
bk#7471,0.0006326047360861752,1.0,0.0013211341285134944,0.0009630988444512883,9.372312615178245
krisparuch,0.000629067673381697,1.0,0.0013211341285134944,0.0009612595718449597,9.354413893826475
positonic,0.0006181302977372523,1.0,0.0013211341285134944,0.0009555721365098485,9.299067111669714
morgangr,0.0006030995913062391,1.0,0.0013211341285134944,0.0009477561691657216,9.223006705449503
paulaberman#9915,0.0006000576927290273,1.0,0.0013211341285134944,0.0009461743819055714,9.207613680342844
josiprajevic,0.0005996712268560628,1.0,0.0013211341285134944,0.0009459734196516299,9.205658033652327
castall,0.0005986765495832501,1.0,0.0013211341285134944,0.0009454561874697673,9.20062463367373
rpp63,0.0005789139334783579,1.0,0.0013211341285134944,0.0009351796270952234,9.100619180449609
freshelle,0.0006151292827683832,0.9662914983510025,0.0012766006765639504,0.0009326355517902554,9.075861732953866
brutalfluffy,0.000570815532036625,1.0,0.0013211341285134944,0.0009309684583455222,9.059638558133575
jakublanc,0.0005485630123688261,1.0,0.0013211341285134944,0.0009193971481182667,8.947033359361027
typto,0.0005466481899803407,1.0,0.0013211341285134944,0.0009184014404762543,8.937343717069348
julio holon#2942,0.0005234573789188742,1.0,0.0013211341285134944,0.0009063422187242918,8.819990449742416
glefevre,0.0005200626129521694,1.0,0.0013211341285134944,0.0009045769404216054,8.802811797519038
stephen_yo,0.0005171453623104713,1.0,0.0013211341285134944,0.0009030599700879223,8.788049532693218
abchewey,0.0014770238978593737,1.0,0.0002537157448215503,0.0008898359844012185,8.659361466469814
pkk777,0.0004896171363452977,1.0,0.0013211341285134944,0.000888745292586032,8.648747493960515
witwiki3,0.0004877953888070244,1.0,0.0013211341285134944,0.0008877979838661299,8.639528841568648
davidkish,0.0004844527358066802,1.0,0.0013211341285134944,0.000886059804305951,8.622613898400388
davidhq,0.00047984884278271965,1.0,0.0013211341285134944,0.0008836657799334915,8.59931665849992
adriazero,0.00047796222825265366,1.0,0.0013211341285134944,0.0008826847403778572,8.589769757414706
xlcrr,0.00047743435255768253,1.0,0.0013211341285134944,0.0008824102450164721,8.587098529686482
nukemandan,0.000445208837246246,1.0,0.0013211341285134944,0.0008656529770545251,8.424026634397109
penguin#5853,0.0004276603911638241,1.0,0.0013211341285134944,0.0008565277850916658,8.335225622702243
orishim,0.00042727835281714915,1.0,0.0013211341285134944,0.0008563291251513947,8.33329238077691
tokenbrice,0.00041391903372420356,1.0,0.0013211341285134944,0.0008493822792230632,8.265689754000947
yalormewn,0.00039893559322303325,1.0,0.0013211341285134944,0.0008415908901624545,8.189868529208482
maxsong123,0.0003926901890727728,1.0,0.0013211341285134944,0.0008383432800043191,8.15826469349667
ryanchrypto,0.000368475925498885,1.0,0.0013211341285134944,0.0008257518629458975,8.035732413845926
johnpaller#2670,0.0003631120214580112,1.0,0.0013211341285134944,0.0008229626328446431,8.008589263778587
exiledsurfer,0.000359859129463831,1.0,0.0013211341285134944,0.0008212711290076694,7.992128541349912
comandoburrito,0.00034333370917605574,1.0,0.0013211341285134944,0.0008126779104580262,7.908504382644073
paul2#3057,0.0003400212268118938,1.0,0.0013211341285134944,0.000810955419628662,7.891742112994817
mettodo#7010,0.00033789150397353467,1.0,0.0013211341285134944,0.0008098479637527153,7.880965002486702
hxrts,0.00031509781270180914,1.0,0.0013211341285134944,0.000797995244291418,7.765621294235681
michel bauwens#1511,0.00030199497269159896,1.0,0.0013211341285134944,0.0007911817674861087,7.699316537477296
eugene#1706,0.0002962168104770433,1.0,0.0013211341285134944,0.0007881771231345398,7.670077102374062
gcrewe,0.00027808791259027814,1.0,0.0013211341285134944,0.0007787500962334219,7.578338810237173
aleezagroks,0.0002777953371053286,1.0,0.0013211341285134944,0.0007785979569812482,7.576858280340759
willyogo,0.0002575399707038653,1.0,0.0013211341285134944,0.0007680651664524873,7.474359345662899
ferranrego,0.0002551795206502203,1.0,0.0013211341285134944,0.0007668377324245918,7.462414678207194
hanners717,0.00023755064322729974,1.0,0.0013211341285134944,0.0007576707161646731,7.373206657004211
seedsalchemist,0.00023390100220578952,1.0,0.0013211341285134944,0.0007557729028334878,7.354738251681541
cemfd,0.0002259834622950948,1.0,0.0013211341285134944,0.0007516557820799266,7.314672849257765
edendh,0.0002234205382998785,1.0,0.0013211341285134944,0.000750323061602414,7.301703595877533
blackboxdotart,0.0002226681895252884,1.0,0.0013211341285134944,0.0007499318402396272,7.297896459221832
oedth,0.0002224272870363385,1.0,0.0013211341285134944,0.0007498065709453732,7.296677411983228
barnabemonnot,0.00022090228280511568,1.0,0.0013211341285134944,0.0007490135687451374,7.288960380062824
gyalbo,0.0011999072687047913,1.0,0.0002537157448215503,0.0007457353372408356,7.257058555384852
deam123,0.00020307927010734545,1.0,0.0013211341285134944,0.0007397456021422968,7.1987699693803755
meta_dreamer,0.000177109680492085,1.0,0.0013211341285134944,0.0007262414155423615,7.067355152347338
activeinferencelab#3629,0.0001706277357362374,1.0,0.0013211341285134944,0.0007228708042693207,7.034554341986923
ubipromoter,0.00015956370721824232,1.0,0.0013211341285134944,0.0007171175094399633,6.978566653891682
🐙musashi13#5579,0.00015933370006013847,1.0,0.0013211341285134944,0.0007169979057177492,6.97740274067448
jukren#8803,0.0001530584724759534,1.0,0.0013211341285134944,0.000713734787373973,6.9456479884033175
ontologymachine,0.00014464063348710237,1.0,0.0013211341285134944,0.0007093575110997704,6.90305090516395
xibot0x,0.00012214749304468542,1.0,0.0013211341285134944,0.0006976610780697137,6.7892280847216275
okduncan,0.0001171126335133983,1.0,0.0013211341285134944,0.0006950429511134444,6.763750010023737
elementarycomplexity,0.00011357498072008292,1.0,0.0013211341285134944,0.0006932033716609203,6.745848302624912
harithk17,0.0001011760412069317,1.0,0.0013211341285134944,0.0006867559231140818,6.683105518019376
vasileios_panagiotidis,8.812472159422902e-05,1.0,0.0013211341285134944,0.0006799692369154764,6.617061471719347
atitcomb,7.213049455774701e-05,1.0,0.0013211341285134944,0.0006716522388565057,6.536125328687304
lefterisjp,6.0580712302675596e-05,1.0,0.0013211341285134944,0.0006656463520838686,6.477679564071536
peter (porobov.eth) 🤖#3488,4.5856451118048925e-05,1.0,0.0013211341285134944,0.0006579897362678626,6.40316987338365
sethfork,4.4109829259024534e-05,1.0,0.0013211341285134944,0.00065708149290117,6.394331382077853
cleanapp,2.6979845969624783e-05,1.0,0.0013211341285134944,0.0006481739015906821,6.307647932200285
