simulation,run,throttle,outflow_rate,target_reserve_ratio,valuation_ratio,productivity,growth,p_variance,p_pull,reserve,circulation,size,saturation,production,utility,price,target_price,netflow,adjustment,subset,substep,timestep,total_supply,market_cap,ratio
0,1,0.002,0.05,0.1,2,0.88,0,0.25,0.75,3858.347184839692,21400.353827642455,100000,0.04783010355977933,43039.24696715377,3.00891174133746,15.724653537526882,22.03973189761663,31.862168938916028,-50.618639303571435,0,1,19,25258.701012482146,397184.3222292612,0.1527531911848121
0,1,0.002,0.05,0.1,2,0.88,0,0.25,0.75,3831.9300523804313,21376.25355807675,100000,0.039446914484227644,39032.68308601894,2.8074465815976217,17.67047684942046,22.061198164356313,24.100269565703684,-50.51740202496429,0,1,20,25208.18361045718,445440.6249045239,0.1520113512181346
0,1,0.002,0.05,0.1,2,0.88,0,0.25,0.75,3768.723946299868,21389.0432969364,100000,0.03485500796323101,36591.84072205664,2.6789184865379623,24.38053405495131,22.066749259889427,-12.789738859648935,-50.416367220914374,0,1,21,25157.76724323627,613359.8010202604,0.14980359385084538
0,1,0.002,0.05,0.1,2,0.88,0,0.25,0.75,3687.924831590883,21419.526877158914,100000,0.03554828619257034,36973.77069170926,2.699332179072968,16.145212797721918,21.996286459092524,-30.48358022251253,-50.315534486472544,0,1,22,25107.4517087498,405365.1506462923,0.14688566862027114
0,1,0.002,0.05,0.1,2,0.88,0,0.25,0.75,3614.924085052148,21442.31272028015,100000,0.030770976802743183,34229.46715533518,2.550071000112338,16.991411268364324,21.889854754379414,-22.78584312123587,-50.2149034174996,0,1,23,25057.2368053323,425757.81580819655,0.14426666887239836
0,1,0.002,0.05,0.1,2,0.88,0,0.25,0.75,3524.6352709495845,21482.48706077205,100000,0.027661485938358855,32281.02957739701,2.440337037028392,22.35085464146675,21.79966990567759,-40.17434049189899,-50.114473610664604,0,1,24,25007.122331721635,558930.5562376874,0.14094525648313283
0,1,0.002,0.05,0.1,2,0.88,0,0.25,0.75,3425.2787342675615,21531.82935279063,100000,0.027850365040466143,32403.61870162325,2.447336335621315,18.790058324311747,21.674774716066572,-49.342292018579656,-50.01424466344327,0,1,25,24957.108087058194,468945.5165619758,0.137246620174065
0,1,0.002,0.05,0.1,2,0.88,0,0.25,0.75,3332.5926437211897,21574.601227162886,100000,0.02595114392459231,31143.31391876479,2.3747542278866125,20.65896167785738,21.532397711214067,-42.77187437225547,-49.91421617411639,0,1,26,24907.193870884075,514556.76368155837,0.13380040565777715
0,1,0.002,0.05,0.1,2,0.88,0,0.25,0.75,3236.6700086973615,21620.709474444946,100000,0.025145535741880658,30589.085247858726,2.3423921830680174,22.444718759929,21.404211718257216,-46.10824728205989,-49.81438774176815,0,1,27,24857.379483142307,557916.8916079584,0.13020962289658872
0,1,0.002,0.05,0.1,2,0.88,0,0.25,0.75,3142.6011317321068,21665.063592443916,100000,0.025041962184970224,30516.925533949263,2.338158473248084,28.787736054054143,21.270389942075408,-44.354117998970224,-49.71475896628461,0,1,28,24807.664724176022,714156.5041970492,0.1266786360857869
0,1,0.002,0.05,0.1,2,0.88,0,0.25,0.75,3053.5873070515286,21704.46208767614,100000,0.02743970160874085,32136.334092417026,2.4320588514239136,24.982100007235353,21.141020085577356,-39.39849523222608,-49.61532944835204,0,1,29,24758.04939472767,618508.0659631593,0.12333715222742074
0,1,0.002,0.05,0.1,2,0.88,0,0.25,0.75,2981.185492873722,21727.34780306449,100000,0.027318888858366336,32057.169328812808,2.4275220718227555,20.408709731374252,21.022209627788616,-22.88571538835106,-49.51609878945534,0,1,30,24708.533295938214,504269.28392479895,0.12065408566213007
0,1,0.002,0.05,0.1,2,0.88,0,0.25,0.75,2912.661660637282,21746.454568709054,100000,0.025081123495532247,30544.233969900346,2.33976124728289,21.98986300779306,20.935991090103084,-19.106765644563893,-49.41706659187643,0,1,31,24659.116229346335,542250.5877765724,0.11811703361740838
0,1,0.002,0.05,0.1,2,0.88,0,0.25,0.75,2837.509419322815,21772.28857756483,100000,0.02385441696650327,29674.06369140452,2.28835765971075,12.668757161544379,20.857419455947355,-25.834008855773803,-49.31823245869267,0,1,32,24609.797996887643,311775.55461723084,0.11529998822752101
0,1,0.002,0.05,0.1,2,0.88,0,0.25,0.75,2760.783327953987,21799.79507293988,100000,0.019570268989420825,26358.68039366124,2.086020549719473,14.70662660532323,20.76633598416996,-27.50649537505278,-49.219595993775286,0,1,33,24560.578400893868,361203.25575271284,0.11240709737737731
0,1,0.002,0.05,0.1,2,0.88,0,0.25,0.75,2667.863360897919,21843.59388319416,100000,0.017129628843781535,24228.73219383883,1.9503324042648857,19.285346980628674,20.6725361183294,-43.79881025427997,-49.121156801787734,0,1,34,24511.45724409208,472711.95795316,0.10884148316155075
0,1,0.002,0.05,0.1,2,0.88,0,0.25,0.75,2568.309046005402,21894.125283598492,100000,0.016452730606326592,23599.09324842011,1.9093257586436025,18.329223030294493,20.54853837489185,-50.53140040433313,-49.022914488184156,0,1,35,24462.434329603893,448377.41469124233,0.10498992092938565
0,1,0.002,0.05,0.1,2,0.88,0,0.25,0.75,2471.0363693044087,21942.473091640277,100000,0.015520580240609275,22700.198087182387,1.8500539070893085,20.403465146686777,20.41288863942388,-48.34780804178553,-48.92486865920779,0,1,36,24413.509460944686,498120.1893946928,0.10121594247879147
0,1,0.002,0.05,0.1,2,0.88,0,0.25,0.75,2438.3787532502033,21989.991671915806,100000,0.015136533797000194,22318.297615820047,1.8246082598302535,15.023093639160116,20.282386600728262,-47.518580275530695,14.860964221325421,0,1,37,24428.37042516601,366989.6963493586,0.09981749542892944
0,1,0.002,0.05,0.1,2,0.88,0,0.25,0.75,2434.2123310443462,22037.28165148294,100000,0.01361100639683578,20726.69695344578,1.716827965685033,16.503384293906077,20.20711711183049,-47.28997956713151,43.12355736127429,0,1,38,24471.493982527285,403862.46943965787,0.0994713413403522
0,1,0.002,0.05,0.1,2,0.88,0,0.25,0.75,2428.802190027081,22091.634780465258,100000,0.012800787834686553,19826.991826654248,1.6546348635152788,22.22666048559699,20.156003754190245,-54.353128982320186,48.94298796505457,0,1,39,24520.436970492337,545007.4275016136,0.09905215771439467
0,1,0.002,0.05,0.1,2,0.88,0,0.25,0.75,2419.911514947235,22149.56632948609,100000,0.013338401101720604,20428.533667015246,1.696320053476705,27.857623848788812,20.09705805049415,-57.93154902083029,49.04087394098468,0,1,40,24569.477844433324,684447.2719513741,0.0984925902890326
0,1,0.002,0.05,0.1,2,0.88,0,0.25,0.75,2414.424813651017,22204.191986471174,100000,0.01497613003569345,22156.677036427365,1.8137917282917084,26.401216987339744,20.032053120011955,-54.62565698508483,49.13895568886665,0,1,41,24618.616800122192,649961.4440681937,0.09807313031652669
0,1,0.002,0.05,0.1,2,0.88,0,0.25,0.75,2417.701640847511,22250.152392874923,100000,0.01598208376124849,23150.043517062226,1.8798242254664592,21.686606876910968,19.973477845727334,-45.96040640375021,49.23723360024438,0,1,42,24667.854033722433,534962.0529263609,0.09801021351684537
0,1,0.002,0.05,0.1,2,0.88,0,0.25,0.75,2426.168796215603,22291.020945574277,100000,0.01567927393592735,22855.97773250091,1.8603879236764627,23.28631583050159,19.93082984965256,-40.868552699353174,49.33570806744487,0,1,43,24717.18974178988,575572.2867697532,0.09815714575810484
0,1,0.002,0.05,0.1,2,0.88,0,0.25,0.75,2432.9631809767575,22333.6609402967,100000,0.01583769938225833,23010.343243646435,1.8706023117153552,12.456810171078338,19.897529757739914,-42.63999472242537,49.43437948357976,0,1,44,24766.624121273457,308513.1352571533,0.09823555964120874
0,1,0.002,0.05,0.1,2,0.88,0,0.25,0.75,2440.4445797379776,22375.712789778026,100000,0.013557075962019495,20668.064094752935,1.7128031554830965,16.198758979199816,19.861267794200977,-42.051849481326656,49.53324824254691,0,1,45,24816.157369516004,401990.9520186831,0.09834095357308634
0,1,0.002,0.05,0.1,2,0.88,0,0.25,0.75,2436.3135304452367,22429.4761538098,100000,0.01270808373588507,19721.37314860806,1.647272548747688,19.6788649462672,19.826258671614244,-53.76336403177329,49.63231473903201,0,1,46,24865.789684255036,489330.516978739,0.09797853039784636
0,1,0.002,0.05,0.1,2,0.88,0,0.25,0.75,2428.3266689140564,22487.19459470949,100000,0.012758563904830838,19778.956549927236,1.6512880993150756,20.8104000724987,19.77078831206648,-57.71844089969048,49.731579368510076,0,1,47,24915.521263623545,518501.9655108544,0.0974624067953735
0,1,0.002,0.05,0.1,2,0.88,0,0.25,0.75,2421.2737765193565,22544.07852963144,100000,0.013013374697597576,20067.062204024696,1.671321162995195,14.593628489726905,19.708765069114882,-56.883934921947215,49.8310425272471,0,1,48,24965.352306150795,364335.0766711115,0.09698536382852564
0,1,0.002,0.05,0.1,2,0.88,0,0.25,0.75,2416.1691540623106,22599.113856700787,100000,0.01197179894365555,18861.43894764223,1.586842555048537,18.423401151539444,19.64864984694637,-55.0353270693476,49.93070461230159,0,1,49,25015.283010763098,460866.59382657794,0.09658772011584787
0,1,0.002,0.05,0.1,2,0.88,0,0.25,0.75,2406.3206343065794,22658.992942478046,100000,0.01191261602719235,18790.619357129115,1.5818268697326572,18.10507788040723,19.592172306884315,-59.879085777257195,50.0305660215262,0,1,50,25065.313576784625,453809.45440451434,0.0960020159706002
0,1,0.002,0.05,0.1,2,0.88,0,0.25,0.75,2396.938165940958,22718.506037997235,100000,0.011793033854015388,18646.71814415983,1.5716168500761587,22.74550857926861,19.52773735276319,-59.51309551919066,50.13062715356925,0,1,51,25115.444203938194,571263.5516128183,0.09543682152215763
0,1,0.002,0.05,0.1,2,0.88,0,0.25,0.75,2387.7133405920317,22777.961751754036,100000,0.012571627814860384,19564.858826871692,1.6363385545581872,18.61707429907407,19.464413280158578,-59.45571375680248,50.23088840787638,0,1,52,25165.675092346068,468511.2429805644,0.09487976507009085
0,1,0.002,0.05,0.1,2,0.88,0,0.25,0.75,2383.2467800483896,22832.75966248237,100000,0.012368522773509074,19329.536922198506,1.6198451297771432,16.05317295805473,19.401658580649777,-54.79791072833402,50.331350184692134,0,1,53,25216.00644253076,404796.9127333687,0.09451325234548913
0,1,0.002,0.05,0.1,2,0.88,0,0.25,0.75,2378.2662757418575,22888.172179673966,100000,0.01172561643909158,18565.108632163843,1.5658155123663067,16.22859474359088,19.347260868070634,-55.412517191593444,50.432012885061525,0,1,54,25266.438455415824,410038.7903068237,0.09412748377411616
0,1,0.002,0.05,0.1,2,0.88,0,0.25,0.75,2370.491919070173,22946.479413256482,100000,0.01127053523740668,18004.83656539587,1.5257710691729114,10.276238428772263,19.292201793136222,-58.30723358251613,50.53287691083165,0,1,55,25316.971332326655,260163.2337053809,0.09363252373096251
0,1,0.002,0.05,0.1,2,0.88,0,0.25,0.75,2361.021426208089,23006.58384878322,100000,0.009918099372235303,16232.761010703805,1.396573639785511,8.945879397907937,19.232671568477304,-60.10443552673709,50.63394266465331,0,1,56,25367.605274991307,226935.53740380544,0.09307230227741306
0,1,0.002,0.05,0.1,2,0.88,0,0.25,0.75,2345.2745808957925,23073.065904645497,100000,0.008754882705402466,14556.062942554037,1.2706497210761691,9.773830508140783,19.170577192188155,-66.48205586227894,50.73521054998262,0,1,57,25418.34048554129,248434.55170389343,0.09226702200444024
0,1,0.002,0.05,0.1,2,0.88,0,0.25,0.75,2324.515864128093,23144.66130238428,100000,0.008032059495720868,13426.912870094127,1.1837501815351124,5.710209376304418,19.09838179603779,-71.59539773878177,50.836680971082586,0,1,58,25469.177166512374,145434.33426297735,0.09126780378222958
0,1,0.002,0.05,0.1,2,0.88,0,0.25,0.75,2301.2846558898514,23218.830864955547,100000,0.006985414181945594,11645.507721175876,1.0430789342872113,6.506059365982716,19.01836798617686,-74.16956257126662,50.93835433302475,0,1,59,25520.1155208454,166035.38660535708,0.09017532283543586
0,1,0.002,0.05,0.1,2,0.88,0,0.25,0.75,2273.9904838838647,23297.165268003224,100000,0.006331510549650072,10425.67687066758,0.9441352017138467,8.887133942363745,18.93485271634357,-78.33440304767723,51.040231041690795,0,1,60,25571.15575188709,227254.28622806567,0.08892795092830522
0,1,0.002,0.05,0.1,2,0.88,0,0.25,0.75,2244.871664639121,23377.42639875174,100000,0.006101411464930767,9973.314421955,0.9068849542615889,10.07305856134231,18.845349134963072,-80.2611307485181,51.142311503774174,0,1,61,25622.298063390863,258094.9088687038,0.08761398603221282
0,1,0.002,0.05,0.1,2,0.88,0,0.25,0.75,2216.2488963093847,23457.293763208258,100000,0.006039289387340537,9848.93071997909,0.8965886745939701,10.618722292858823,18.753601082201403,-79.867364456518,51.24459612678172,0,1,62,25673.542659517643,272620.219775282,0.0863242336946351
0,1,0.002,0.05,0.1,2,0.88,0,0.25,0.75,2188.9868953085747,23535.9028495281,100000,0.006034441591650109,9839.182716357644,0.8957807653909609,11.950104272325111,18.663366239239746,-78.60908631984526,51.34708531903528,0,1,63,25724.889744836677,307415.1148448652,0.08509217792655198
0,1,0.002,0.05,0.1,2,0.88,0,0.25,0.75,2163.320412469806,23613.019111856545,100000,0.006154265671718786,10078.373530618283,0.9155634487836054,11.510450554630909,18.575982273411462,-77.11626232844216,51.449779489673354,0,1,64,25776.33952432635,296697.28157413687,0.08392659517959011
0,1,0.002,0.05,0.1,2,0.88,0,0.25,0.75,2139.837301001441,23688.054902373562,100000,0.00618815358502596,10145.366970417197,0.9210888528014108,10.1827868676588,18.49175784934929,-75.03579051701765,51.552679048652706,0,1,65,25827.892203375002,262999.92154783406,0.08284986185290888
0,1,0.002,0.05,0.1,2,0.88,0,0.25,0.75,2117.9656083056593,23761.582379476095,100000,0.006067124858914957,9904.785855642087,0.9012151544202852,9.997092552398211,18.41154164305826,-73.52747710253188,51.65578440675001,0,1,66,25879.547987781752,258720.23644808505,0.08183935860493363
0,1,0.002,0.05,0.1,2,0.88,0,0.25,0.75,2096.779258433177,23834.52782532414,100000,0.005946149164201544,9660.574998257869,0.8809524296595511,13.424700107793608,18.334368698119185,-72.94544584804586,51.75909597556351,0,1,67,25931.307083757318,348120.021002546,0.08085898839039023
0,1,0.002,0.05,0.1,2,0.88,0,0.25,0.75,2076.2346190119615,23906.93507891287,100000,0.006178909691100021,10127.120755901376,0.9195846296888404,7.685361503541125,18.25876058514207,-72.40725358872979,51.862614167514636,0,1,68,25983.16969792483,199690.05213640776,0.07990690293562536
0,1,0.002,0.05,0.1,2,0.88,0,0.25,0.75,2058.230022194004,23976.906015126675,100000,0.005791324712673967,9342.363993017772,0.8544139391036345,9.271268356938759,18.184623624485663,-69.97093621380711,51.96633939584966,0,1,69,26035.136037320677,241378.73291140713,0.07905585817733335
0,1,0.002,0.05,0.1,2,0.88,0,0.25,0.75,2039.2361650499747,24047.970144345345,100000,0.005641678069865733,9028.472546543413,0.8280839248380031,10.759256573266148,18.11480071969701,-71.06412921867066,52.07027207464135,0,1,70,26087.20630939532,280678.9459625117,0.07816997116765022
0,1,0.002,0.05,0.1,2,0.88,0,0.25,0.75,2020.5927944439961,24118.787927570116,100000,0.005653768914964766,9054.071660689282,0.8302369203471935,13.76916299295825,18.043912648882447,-70.81778322476939,52.17441261879065,0,1,71,26139.380722014113,359917.393696403,0.07730071404263565
0,1,0.002,0.05,0.1,2,0.88,0,0.25,0.75,2003.1753028041983,24188.48418065394,100000,0.005929531044460609,9626.72901777284,0.8781370295388582,16.5445391345989,17.97398305582297,-69.69625308382605,52.27876144402822,0,1,72,26191.659483458137,433328.93532416155,0.07648141974621132
0,1,0.002,0.05,0.1,2,0.88,0,0.25,0.75,1988.3893783526337,24255.65342407242,100000,0.006406443105403329,10570.250497289657,0.9559759926155507,24.89677646778119,17.90629357938322,-67.16924341848092,52.38331896691628,0,1,73,26244.042802425054,653392.0672628584,0.07576536105058092
0,1,0.002,0.05,0.1,2,0.88,0,0.25,0.75,1977.2356007012465,24319.29528732866,100000,0.007674238925220504,12839.023658174166,1.1378176841610854,25.592657746913677,17.842872474335827,-63.6418632562372,52.48808560485012,0,1,74,26296.530888029905,672998.1149484933,0.0751899788272558
0,1,0.002,0.05,0.1,2,0.88,0,0.25,0.75,1973.9769915839122,24375.146958222052,100000,0.008849924783416594,14699.195038183541,1.2815429989103373,22.184741537178937,17.78510683092648,-55.851670893394186,52.59306177605981,0,1,75,26349.123949805966,584548.5045575367,0.07491622853739881
0,1,0.002,0.05,0.1,2,0.88,0,0.25,0.75,1977.7367026623463,24424.08549504323,100000,0.009395871494719231,15499.520557280284,1.3419554022818239,17.743918072756497,17.73910426140639,-48.93853682117787,52.69824789961193,0,1,76,26401.822197705576,468471.7700475716,0.07490909861646669
0,1,0.002,0.05,0.1,2,0.88,0,0.25,0.75,1984.6205127171272,24470.00532938386,100000,0.009258513206885912,15301.551733581131,1.3270898356109992,17.011961759975332,17.703423974548315,-45.91983434063024,52.803644395411155,0,1,77,26454.625842100988,450045.08320027724,0.07501979141805588
0,1,0.002,0.05,0.1,2,0.88,0,0.25,0.75,1990.5966062299622,24516.938487555228,100000,0.00906794744022289,15023.17675990343,1.3060999689882016,10.1808624947987,17.67231674815517,-46.933158171367005,52.909251684201976,0,1,78,26507.53509378519,269869.569865878,0.07509550017333247
0,1,0.002,0.05,0.1,2,0.88,0,0.25,0.75,1995.3934402192936,24565.156723753465,100000,0.008101672455752296,13538.951173949394,1.1924499067466987,12.659419912146808,17.639930167857603,-48.21823619823902,53.01507018757037,0,1,79,26560.55016397276,336241.1576233709,0.07512620890383075
0,1,0.002,0.05,0.1,2,0.88,0,0.25,0.75,1994.672898741942,24618.998365558764,100000,0.0076862255447676395,12859.05299337626,1.1393904744292833,13.127185673000534,17.605889810456286,-53.84164180529717,53.12110032794552,0,1,80,26613.671264300705,349362.60412667424,0.07494918228052118
0,1,0.002,0.05,0.1,2,0.88,0,0.25,0.75,1991.8237225992414,24675.074884230067,100000,0.007426379054939977,12419.388138947215,1.1047372116629206,19.04541565741056,17.564023942460537,-56.07651867130208,53.22734252860142,0,1,81,26666.89860682931,507882.1682610868,0.07469273993823719
0,1,0.002,0.05,0.1,2,0.88,0,0.25,0.75,1987.8480971288811,24732.384306914086,100000,0.007882377784574998,13183.474581840901,1.1647879366265765,16.020580855877565,17.519251299676185,-57.30942268401894,53.33379721365862,0,1,82,26720.232404042967,428073.6437168101,0.07439486554870328
0,1,0.002,0.05,0.1,2,0.88,0,0.25,0.75,1986.888820578196,24786.784048272857,100000,0.007894213594624002,13202.85194608762,1.1663002935982056,9.237687671138454,17.47303110686837,-54.399741358771124,53.440464808085935,0,1,83,26773.672868851052,247326.8277716795,0.07421054370503556
0,1,0.002,0.05,0.1,2,0.88,0,0.25,0.75,1986.27114233456,24840.949072254196,100000,0.0071562159943857175,11949.588833057385,1.0674080144123597,9.946064019601241,17.431211722153257,-54.16502398133806,53.54734573770211,0,1,84,26827.220214588757,266825.2497222403,0.07403939455696633
0,1,0.002,0.05,0.1,2,0.88,0,0.25,0.75,1981.6660619839724,24899.20859303396,100000,0.006692675913666054,11110.786106862564,0.9999736745788649,10.958789893951542,17.38998857386578,-58.25952077976521,53.654440429177505,0,1,85,26880.87465501793,294581.85750998865,0.07372029695522013
0,1,0.002,0.05,0.1,2,0.88,0,0.25,0.75,1974.8303064185302,24959.806097909437,100000,0.006445745372173745,10645.5589904005,0.9621316108425191,12.378981165940273,17.34332250662355,-60.597504875478016,53.76174931003586,0,1,86,26934.63640432797,333423.35676062515,0.07331936012699271
0,1,0.002,0.05,0.1,2,0.88,0,0.25,0.75,1967.1236379749657,25021.382039161657,100000,0.006391685681579213,10541.881276059954,0.9536549545174973,13.624777764093613,17.2937307983567,-61.575941252220446,53.869272808655936,0,1,87,26988.50567713662,367712.3920359653,0.07288746036952388
0,1,0.002,0.05,0.1,2,0.88,0,0.25,0.75,1959.7040209016627,25082.778667589235,100000,0.00646534658165285,10682.985365959827,0.9651876781817761,13.65525096994103,17.243135547936248,-61.39662842757613,53.97701135427325,0,1,88,27042.482688490898,369271.88796162885,0.07246760748545103
0,1,0.002,0.05,0.1,2,0.88,0,0.25,0.75,1953.2989760802554,25143.268677787622,100000,0.006520784840893779,10788.367389227478,0.9737816021175962,11.899480891614214,17.19314238683175,-60.49001019838904,54.0849653769818,0,1,89,27096.567653867878,322435.0890255326,0.07208658310645605
0,1,0.002,0.05,0.1,2,0.88,0,0.25,0.75,1947.7538236572216,25203.00696551839,100000,0.006390384045277556,10539.37662731656,0.9534499785402321,14.72510592176052,17.144735948247614,-59.73828773076967,54.19313530773576,0,1,90,27150.760789175612,399797.82847699313,0.07173846209251515
0,1,0.002,0.05,0.1,2,0.88,0,0.25,0.75,1941.94080929154,25263.121501462425,100000,0.006557455788500268,10857.69610830341,0.979426461983829,18.582079737932446,17.09768359310792,-60.11453594403267,54.30152157835123,0,1,91,27205.062310753965,505526.6371338509,0.07138159755377237
0,1,0.002,0.05,0.1,2,0.88,0,0.25,0.75,1937.6067834922637,25321.86565188321,100000,0.007071918817904316,11800.217968942605,1.0554736102769167,16.87381746107902,17.050444079760002,-58.74415042078429,54.41012462150793,0,1,92,27259.472435375475,459971.361959841,0.07108012776423987
0,1,0.002,0.05,0.1,2,0.88,0,0.25,0.75,1936.7218386276227,25377.269541618603,100000,0.007305827420157443,12211.402173692863,1.0882496731295401,10.539497337208495,17.005368105635995,-55.40388973539215,54.51894487075095,0,1,93,27313.991380246225,287875.73942064086,0.07090585230352972
0,1,0.002,0.05,0.1,2,0.88,0,0.25,0.75,1937.4756187541266,25431.143744252593,100000,0.0068362521293118894,11375.244861453913,1.021344094516177,7.803671189863302,16.965058999206434,-53.874202633988546,54.62798276049246,0,1,94,27368.61936300672,213575.7064294305,0.07079186542281156
0,1,0.002,0.05,0.1,2,0.88,0,0.25,0.75,1935.6351470107513,25487.72145472198,100000,0.006231279812409228,10230.21535142052,0.928077235339329,8.957130785368966,16.927042927517775,-56.577710469388684,54.73723872601344,0,1,95,27423.356601732732,245634.59165553152,0.07058345100207204
0,1,0.002,0.05,0.1,2,0.88,0,0.25,0.75,1930.512674552023,25547.690640384175,100000,0.005892979610649979,9552.026061606077,0.8719168786741142,12.705913212832812,16.8856809018614,-59.969185662193674,54.84671320346546,0,1,96,27478.2033149362,349135.6665641542,0.0702561463872226
